gamma;w;alpha_c
86.1;224.86;-69.2
86.0;225.14;-69.339
85.9;225.41;-69.477
85.8;225.68;-69.615
85.7;225.95;-69.753
85.6;226.22;-69.892
85.5;226.49;-70.03
85.4;226.76;-70.168
85.3;227.03;-70.307
85.2;227.3;-70.445
85.1;227.57;-70.583
85.0;227.84;-70.721
84.9;228.11;-70.86
84.8;228.37;-70.998
84.7;228.64;-71.136
84.6;228.91;-71.274
84.5;229.17;-71.413
84.4;229.44;-71.551
84.3;229.7;-71.689
84.2;229.97;-71.827
84.1;230.23;-71.966
84.0;230.5;-72.104
83.9;230.76;-72.242
83.8;231.02;-72.38
83.7;231.29;-72.519
83.6;231.55;-72.657
83.5;231.81;-72.795
83.4;232.07;-72.934
83.3;232.33;-73.072
83.2;232.59;-73.21
83.1;232.85;-73.348
83.0;233.11;-73.487
82.9;233.37;-73.625
82.8;233.63;-73.763
82.7;233.89;-73.902
82.6;234.14;-74.04
82.5;234.4;-74.178
82.4;234.66;-74.317
82.3;234.92;-74.455
82.2;235.17;-74.594
82.1;235.43;-74.732
82.0;235.68;-74.87
81.9;235.94;-75.009
81.8;236.19;-75.147
81.7;236.45;-75.286
81.6;236.7;-75.424
81.5;236.96;-75.563
81.4;237.21;-75.701
81.3;237.46;-75.839
81.2;237.71;-75.978
81.1;237.97;-76.116
81.0;238.22;-76.255
80.9;238.47;-76.394
80.8;238.72;-76.532
80.7;238.97;-76.671
80.6;239.22;-76.809
80.5;239.47;-76.948
80.4;239.72;-77.087
80.3;239.97;-77.225
80.2;240.22;-77.364
80.1;240.47;-77.503
80.0;240.71;-77.641
79.9;240.96;-77.78
79.8;241.21;-77.919
79.7;241.46;-78.057
79.6;241.7;-78.196
79.5;241.95;-78.335
79.4;242.19;-78.474
79.3;242.44;-78.613
79.2;242.69;-78.752
79.1;242.93;-78.89
79.0;243.18;-79.029
78.9;243.42;-79.168
78.8;243.66;-79.307
78.7;243.91;-79.446
78.6;244.15;-79.585
78.5;244.39;-79.724
78.4;244.64;-79.863
78.3;244.88;-80.002
78.2;245.12;-80.141
78.1;245.36;-80.28
78.0;245.6;-80.42
77.9;245.84;-80.559
77.8;246.08;-80.698
77.7;246.32;-80.837
77.6;246.56;-80.976
77.5;246.8;-81.116
77.4;247.04;-81.255
77.3;247.28;-81.394
77.2;247.52;-81.534
77.1;247.76;-81.673
77.0;248.0;-81.812
76.9;248.24;-81.952
76.8;248.47;-82.091
76.7;248.71;-82.231
76.6;248.95;-82.37
76.5;249.18;-82.51
76.4;249.42;-82.649
76.3;249.66;-82.789
76.2;249.89;-82.928
76.1;250.13;-83.068
76.0;250.36;-83.208
75.9;250.6;-83.348
75.8;250.83;-83.487
75.7;251.07;-83.627
75.6;251.3;-83.767
75.5;251.53;-83.907
75.4;251.77;-84.047
75.3;252.0;-84.186
75.2;252.23;-84.326
75.1;252.47;-84.466
75.0;252.7;-84.606
74.9;252.93;-84.746
74.8;253.16;-84.886
74.7;253.39;-85.026
74.6;253.62;-85.167
74.5;253.85;-85.307
74.4;254.08;-85.447
74.3;254.32;-85.587
74.2;254.55;-85.727
74.1;254.77;-85.868
74.0;255.0;-86.008
73.9;255.23;-86.148
73.8;255.46;-86.289
73.7;255.69;-86.429
73.6;255.92;-86.57
73.5;256.15;-86.71
73.4;256.38;-86.851
73.3;256.6;-86.991
73.2;256.83;-87.132
73.1;257.06;-87.273
73.0;257.28;-87.413
72.9;257.51;-87.554
72.8;257.74;-87.695
72.7;257.96;-87.836
72.6;258.19;-87.976
72.5;258.41;-88.117
72.4;258.64;-88.258
72.3;258.86;-88.399
72.2;259.09;-88.54
72.1;259.31;-88.681
72.0;259.54;-88.822
71.9;259.76;-88.963
71.8;259.98;-89.104
71.7;260.21;-89.246
71.6;260.43;-89.387
71.5;260.65;-89.528
71.4;260.88;-89.669
71.3;261.1;-89.811
71.2;261.32;-89.952
71.1;261.54;-90.094
71.0;261.76;-90.235
70.9;261.99;-90.377
70.8;262.21;-90.518
70.7;262.43;-90.66
70.6;262.65;-90.801
70.5;262.87;-90.943
70.4;263.09;-91.085
70.3;263.31;-91.226
70.2;263.53;-91.368
70.1;263.75;-91.51
70.0;263.97;-91.652
69.9;264.19;-91.794
69.8;264.41;-91.936
69.7;264.63;-92.078
69.6;264.84;-92.22
69.5;265.06;-92.362
69.4;265.28;-92.504
69.3;265.5;-92.646
69.2;265.71;-92.788
69.1;265.93;-92.931
69.0;266.15;-93.073
68.9;266.37;-93.215
68.8;266.58;-93.358
68.7;266.8;-93.5
68.6;267.01;-93.643
68.5;267.23;-93.785
68.4;267.45;-93.928
68.3;267.66;-94.07
68.2;267.88;-94.213
68.1;268.09;-94.356
68.0;268.31;-94.499
67.9;268.52;-94.641
67.8;268.74;-94.784
67.7;268.95;-94.927
67.6;269.16;-95.07
67.5;269.38;-95.213
67.4;269.59;-95.356
67.3;269.8;-95.499
67.2;270.02;-95.642
67.1;270.23;-95.785
67.0;270.44;-95.929
66.9;270.66;-96.072
66.8;270.87;-96.215
66.7;271.08;-96.359
66.6;271.29;-96.502
66.5;271.5;-96.645
66.4;271.71;-96.789
66.3;271.93;-96.932
66.2;272.14;-97.076
66.1;272.35;-97.22
66.0;272.56;-97.363
65.9;272.77;-97.507
65.8;272.98;-97.651
65.7;273.19;-97.795
65.6;273.4;-97.939
65.5;273.61;-98.083
65.4;273.82;-98.227
65.3;274.03;-98.371
65.2;274.23;-98.515
65.1;274.44;-98.659
65.0;274.65;-98.803
64.9;274.86;-98.947
64.8;275.07;-99.092
64.7;275.28;-99.236
64.6;275.48;-99.38
64.5;275.69;-99.525
64.4;275.9;-99.669
64.3;276.11;-99.814
64.2;276.31;-99.958
64.1;276.52;-100.1
64.0;276.73;-100.25
63.9;276.93;-100.39
63.8;277.14;-100.54
63.7;277.35;-100.68
63.6;277.55;-100.83
63.5;277.76;-100.97
63.4;277.96;-101.12
63.3;278.17;-101.26
63.2;278.37;-101.41
63.1;278.58;-101.55
63.0;278.78;-101.7
62.9;278.99;-101.84
62.8;279.19;-101.99
62.7;279.4;-102.13
62.6;279.6;-102.28
62.5;279.8;-102.42
62.4;280.01;-102.57
62.3;280.21;-102.72
62.2;280.41;-102.86
62.1;280.62;-103.01
62.0;280.82;-103.15
61.9;281.02;-103.3
61.8;281.22;-103.44
61.7;281.43;-103.59
61.6;281.63;-103.74
61.5;281.83;-103.88
61.4;282.03;-104.03
61.3;282.23;-104.17
61.2;282.44;-104.32
61.1;282.64;-104.47
61.0;282.84;-104.61
60.9;283.04;-104.76
60.8;283.24;-104.91
60.7;283.44;-105.05
60.6;283.64;-105.2
60.5;283.84;-105.35
60.4;284.04;-105.49
60.3;284.24;-105.64
60.2;284.44;-105.79
60.1;284.64;-105.93
60.0;284.84;-106.08
59.9;285.04;-106.23
59.8;285.24;-106.37
59.7;285.44;-106.52
59.6;285.64;-106.67
59.5;285.83;-106.81
59.4;286.03;-106.96
59.3;286.23;-107.11
59.2;286.43;-107.26
59.1;286.627;-107.403
59.0;286.824;-107.55
58.9;287.022;-107.698
58.8;287.219;-107.845
58.7;287.416;-107.993
58.6;287.613;-108.14
58.5;287.81;-108.288
58.4;288.007;-108.436
58.3;288.204;-108.583
58.2;288.4;-108.731
58.1;288.596;-108.879
58.0;288.792;-109.027
57.9;288.988;-109.175
57.8;289.184;-109.323
57.7;289.379;-109.471
57.6;289.575;-109.62
57.5;289.77;-109.77
57.4;289.97;-109.92
57.3;290.16;-110.06
57.2;290.35;-110.21
57.1;290.55;-110.36
57.0;290.74;-110.51
56.9;290.94;-110.66
56.8;291.13;-110.81
56.7;291.33;-110.96
56.6;291.52;-111.1
56.5;291.71;-111.25
56.4;291.91;-111.4
56.3;292.1;-111.55
56.2;292.29;-111.7
56.1;292.49;-111.85
56.0;292.68;-112.0
55.9;292.87;-112.15
55.8;293.07;-112.3
55.7;293.26;-112.45
55.6;293.45;-112.6
55.5;293.64;-112.75
55.4;293.83;-112.89
55.3;294.03;-113.04
55.2;294.22;-113.19
55.1;294.41;-113.34
55.0;294.6;-113.49
54.9;294.79;-113.64
54.8;294.98;-113.79
54.7;295.17;-113.94
54.6;295.37;-114.09
54.5;295.56;-114.24
54.4;295.75;-114.39
54.3;295.94;-114.54
54.2;296.13;-114.69
54.1;296.32;-114.84
54.0;296.51;-114.99
53.9;296.7;-115.14
53.8;296.89;-115.3
53.7;297.08;-115.45
53.6;297.27;-115.6
53.5;297.46;-115.75
53.4;297.64;-115.9
53.3;297.83;-116.05
53.2;298.02;-116.2
53.1;298.21;-116.35
53.0;298.4;-116.5
52.9;298.59;-116.65
52.8;298.78;-116.8
52.7;298.96;-116.95
52.6;299.15;-117.11
52.5;299.34;-117.26
52.4;299.53;-117.41
52.3;299.71;-117.56
52.2;299.9;-117.71
52.1;300.09;-117.86
52.0;300.28;-118.01
51.9;300.46;-118.17
51.8;300.65;-118.32
51.7;300.84;-118.47
51.6;301.02;-118.62
51.5;301.21;-118.77
51.4;301.4;-118.93
51.3052754;301.573044;-119.069368
51.3;301.58;-119.08
51.2;301.77;-119.23
51.1;301.95;-119.38
51.0;302.14;-119.53
50.9;302.33;-119.69
50.8;302.51;-119.84
50.7;302.7;-119.99
50.6;302.88;-120.14
50.5;303.07;-120.3
50.4;303.25;-120.45
50.3;303.44;-120.6
50.2;303.62;-120.75
50.1;303.81;-120.91
50.0;303.99;-121.06
49.9;304.18;-121.21
49.8;304.36;-121.37
49.7;304.54;-121.52
49.6;304.73;-121.67
49.5;304.91;-121.83
49.4;305.1;-121.98
49.3;305.28;-122.13
49.2;305.46;-122.29
49.1;305.65;-122.44
49.0;305.83;-122.59
48.9;306.01;-122.75
48.8;306.19;-122.9
48.7;306.38;-123.05
48.6;306.56;-123.21
48.5;306.74;-123.36
48.4;306.92;-123.51
48.3;307.11;-123.67
48.2;307.29;-123.82
48.1;307.47;-123.98
48.0;307.65;-124.13
47.9;307.83;-124.29
47.8;308.02;-124.44
47.7;308.2;-124.59
47.6;308.38;-124.75
47.5;308.56;-124.9
47.4;308.74;-125.06
47.3;308.92;-125.21
47.2;309.1;-125.37
47.1;309.28;-125.52
47.0;309.47;-125.68
46.9;309.65;-125.83
46.8;309.83;-125.99
46.7;310.01;-126.14
46.6;310.19;-126.3
46.5;310.37;-126.45
46.4;310.55;-126.61
46.3;310.73;-126.76
46.2;310.91;-126.92
46.1;311.09;-127.07
46.0;311.26;-127.23
45.9;311.44;-127.38
45.8;311.62;-127.54
45.7;311.8;-127.7
45.6;311.98;-127.85
45.5;312.16;-128.01
45.4;312.34;-128.16
45.3;312.52;-128.32
45.2;312.7;-128.48
45.1;312.87;-128.63
45.0;313.05;-128.79
44.9;313.23;-128.94
44.8;313.41;-129.1
44.7;313.59;-129.26
44.6;313.76;-129.41
44.5;313.94;-129.57
44.4;314.12;-129.73
44.3;314.3;-129.88
44.2;314.47;-130.04
44.1;314.65;-130.2
44.0;314.83;-130.35
43.9;315.01;-130.51
43.8;315.18;-130.67
43.7;315.36;-130.82
43.6;315.54;-130.98
43.5;315.71;-131.14
43.4;315.89;-131.3
43.3;316.07;-131.45
43.2;316.24;-131.61
43.1;316.42;-131.77
43.0;316.59;-131.93
42.9;316.77;-132.08
42.8;316.95;-132.24
42.7;317.12;-132.4
42.6;317.3;-132.56
42.5;317.47;-132.71
42.4;317.65;-132.87
42.3;317.82;-133.03
42.2;318.0;-133.19
42.1;318.17;-133.35
42.0;318.35;-133.51
41.9;318.52;-133.66
41.8;318.7;-133.82
41.7;318.87;-133.98
41.6;319.05;-134.14
41.5;319.22;-134.3
41.4;319.39;-134.46
41.3;319.57;-134.61
41.2;319.74;-134.77
41.1;319.92;-134.93
41.0;320.09;-135.09
40.9;320.26;-135.25
40.8;320.44;-135.41
40.7;320.61;-135.57
40.6;320.78;-135.73
40.5;320.96;-135.89
40.4;321.13;-136.05
40.3;321.3;-136.21
40.2;321.48;-136.37
40.1;321.65;-136.53
40.0;321.82;-136.69
39.9;321.99;-136.84
39.8;322.17;-137.0
39.7;322.34;-137.16
39.6;322.51;-137.32
39.5;322.68;-137.48
39.4;322.86;-137.64
39.3;323.03;-137.8
39.2;323.2;-137.97
39.1;323.37;-138.13
39.0;323.54;-138.29
38.9;323.72;-138.45
38.8;323.89;-138.61
38.7;324.06;-138.77
38.6;324.23;-138.93
38.5;324.4;-139.09
38.4;324.57;-139.25
38.3;324.74;-139.41
38.2;324.91;-139.57
38.1;325.08;-139.73
38.0;325.25;-139.89
37.9;325.43;-140.05
37.8;325.6;-140.22
37.7;325.77;-140.38
37.6;325.94;-140.54
37.5;326.11;-140.7
37.4;326.28;-140.86
37.3;326.45;-141.02
37.2;326.62;-141.19
37.1;326.79;-141.35
37.0;326.96;-141.51
36.9;327.13;-141.67
36.8;327.29;-141.83
36.7;327.46;-141.99
36.6;327.63;-142.16
36.5;327.8;-142.32
36.4;327.97;-142.48
36.3;328.14;-142.64
36.2;328.31;-142.81
36.1;328.48;-142.97
36.0;328.65;-143.13
35.9;328.82;-143.29
35.8;328.98;-143.46
35.7;329.15;-143.62
35.6;329.32;-143.78
35.5;329.49;-143.95
35.4;329.66;-144.11
35.3;329.83;-144.27
35.2;329.99;-144.43
35.1;330.16;-144.6
35.0;330.33;-144.76
34.9;330.5;-144.92
34.8;330.66;-145.09
34.7;330.83;-145.25
34.6;331.0;-145.41
34.5;331.17;-145.58
34.4;331.33;-145.74
34.3;331.5;-145.91
34.2;331.67;-146.07
34.1;331.83;-146.23
34.0;332.0;-146.4
33.9;332.17;-146.56
33.8;332.33;-146.73
33.7;332.5;-146.89
33.6;332.67;-147.06
33.5;332.83;-147.22
33.4;333.0;-147.38
33.3;333.17;-147.55
33.2;333.33;-147.71
33.1;333.5;-147.88
33.0;333.66;-148.04
32.9;333.83;-148.21
32.8;333.99;-148.37
32.7;334.16;-148.54
32.6;334.33;-148.7
32.5;334.49;-148.87
32.4;334.66;-149.03
32.3;334.82;-149.2
32.2;334.99;-149.36
32.1;335.15;-149.53
32.0;335.32;-149.69
31.9;335.48;-149.86
31.8;335.65;-150.03
31.7;335.81;-150.19
31.6;335.98;-150.36
31.5;336.14;-150.52
31.4;336.3;-150.69
31.3;336.47;-150.86
31.2;336.63;-151.02
31.1;336.8;-151.19
31.0;336.96;-151.35
30.9;337.12;-151.52
30.8;337.29;-151.69
30.7;337.45;-151.85
30.6;337.62;-152.02
30.5;337.78;-152.19
30.4;337.94;-152.35
30.3;338.11;-152.52
30.2;338.27;-152.69
30.1;338.43;-152.85
30.0;338.6;-153.02
29.9;338.76;-153.19
29.8;338.92;-153.36
29.7;339.09;-153.52
29.6;339.25;-153.69
29.5;339.41;-153.86
29.4;339.57;-154.03
29.3;339.74;-154.19
29.2;339.9;-154.36
29.1;340.06;-154.53
29.0;340.22;-154.7
28.9;340.39;-154.86
28.8;340.55;-155.03
28.7;340.71;-155.2
28.6;340.87;-155.37
28.5;341.03;-155.54
28.4;341.2;-155.71
28.3;341.36;-155.87
28.2;341.52;-156.04
28.1;341.68;-156.21
28.0;341.84;-156.38
27.9;342.0;-156.55
27.8;342.16;-156.72
27.7;342.33;-156.89
27.6;342.49;-157.05
27.5;342.65;-157.22
27.4;342.81;-157.39
27.3;342.97;-157.56
27.2;343.13;-157.73
27.1;343.29;-157.9
27.0;343.45;-158.07
26.9;343.61;-158.24
26.8;343.77;-158.41
26.7;343.93;-158.58
26.6;344.09;-158.75
26.5;344.25;-158.92
26.4;344.41;-159.09
26.3;344.57;-159.26
26.2;344.73;-159.43
26.1;344.89;-159.6
26.0;345.05;-159.77
25.9;345.21;-159.94
25.8;345.37;-160.11
25.7;345.53;-160.28
25.6;345.69;-160.45
25.5;345.85;-160.62
25.4;346.01;-160.79
25.3;346.17;-160.96
25.2;346.33;-161.13
25.1;346.49;-161.3
25.0;346.65;-161.47
24.9;346.81;-161.64
24.8;346.97;-161.82
24.7;347.12;-161.99
24.6;347.28;-162.16
24.5;347.44;-162.33
24.4;347.6;-162.5
24.3;347.76;-162.67
24.2;347.92;-162.84
24.1;348.07;-163.02
24.0;348.23;-163.19
23.9;348.39;-163.36
23.8;348.55;-163.53
23.7;348.71;-163.7
23.6;348.87;-163.88
23.5;349.02;-164.05
23.4;349.18;-164.22
23.3;349.34;-164.39
23.2;349.5;-164.56
23.1;349.65;-164.74
23.0;349.81;-164.91
22.9;349.97;-165.08
22.8;350.13;-165.25
22.7;350.28;-165.43
22.6;350.44;-165.6
22.5;350.6;-165.77
22.4;350.75;-165.95
22.3;350.91;-166.12
22.2;351.07;-166.29
22.1;351.22;-166.47
22.0;351.38;-166.64
21.9;351.54;-166.81
21.8;351.69;-166.99
21.7;351.85;-167.16
21.6;352.01;-167.33
21.5;352.16;-167.51
21.4;352.32;-167.68
21.3;352.48;-167.86
21.2;352.63;-168.03
21.1;352.79;-168.2
21.0;352.94;-168.38
20.9;353.1;-168.55
20.8;353.26;-168.73
20.7;353.41;-168.9
20.6;353.57;-169.07
20.5;353.72;-169.25
20.4;353.88;-169.42
20.3;354.03;-169.6
20.2;354.19;-169.77
20.1;354.34;-169.95
20.0;354.5;-170.12
19.9;354.65;-170.3
19.8;354.81;-170.47
19.7;354.96;-170.65
19.6;355.12;-170.82
19.5;355.27;-171.0
19.4;355.43;-171.17
19.3;355.58;-171.35
19.2;355.74;-171.53
19.1;355.89;-171.7
19.0;356.05;-171.88
18.9;356.2;-172.05
18.8;356.36;-172.23
18.7;356.51;-172.41
18.6;356.66;-172.58
18.5;356.82;-172.76
18.4;356.97;-172.93
18.3;357.13;-173.11
18.2;357.28;-173.29
18.1;357.43;-173.46
18.0;357.59;-173.64
17.9;357.74;-173.82
17.8;357.89;-173.99
17.7;358.05;-174.17
17.6;358.2;-174.35
17.5;358.36;-174.52
17.4;358.51;-174.7
17.3;358.66;-174.88
17.2;358.81;-175.06
17.1;358.97;-175.23
17.0;359.12;-175.41
16.9;359.27;-175.59
16.8;359.43;-175.77
16.7;359.58;-175.94
16.6;359.73;-176.12
16.5;359.88;-176.3
16.4;360.04;-176.48
16.3;360.19;-176.65
16.2;360.34;-176.83
16.1;360.5;-177.01
16.0;360.65;-177.19
15.9;360.8;-177.37
15.8;360.95;-177.55
15.7;361.1;-177.72
15.6;361.26;-177.9
15.5;361.41;-178.08
15.4;361.56;-178.26
15.3;361.71;-178.44
15.2;361.86;-178.62
15.1;362.02;-178.8
15.0;362.17;-178.98
14.9;362.32;-179.16
14.8;362.47;-179.33
14.7;362.62;-179.51
14.6;362.77;-179.69
14.5;362.92;-179.87
14.4;363.08;-180.05
14.3;363.23;-180.23
14.2;363.38;-180.41
14.1;363.53;-180.59
14.0;363.68;-180.77
13.9;363.83;-180.95
13.8;363.98;-181.13
13.7;364.13;-181.31
13.6;364.28;-181.49
13.5;364.43;-181.67
13.4;364.58;-181.85
13.3;364.73;-182.03
13.2;364.89;-182.21
13.1;365.04;-182.39
13.0;365.19;-182.57
12.9;365.34;-182.76
12.8;365.49;-182.94
12.7;365.64;-183.12
12.6;365.79;-183.3
12.5;365.94;-183.48
12.4;366.09;-183.66
12.3;366.24;-183.84
12.2;366.39;-184.02
12.1;366.54;-184.21
12.0;366.69;-184.39
11.9;366.83;-184.57
11.8;366.98;-184.75
11.7;367.13;-184.93
11.6;367.28;-185.11
11.5;367.43;-185.3
11.4;367.58;-185.48
11.3;367.73;-185.66
11.2;367.88;-185.84
11.1;368.03;-186.03
11.0;368.18;-186.21
10.9;368.33;-186.39
10.8;368.48;-186.57
10.7;368.63;-186.76
10.6;368.77;-186.94
10.5;368.92;-187.12
10.4;369.07;-187.3
10.3;369.22;-187.49
10.2;369.37;-187.67
10.1;369.52;-187.85
10.0;369.66;-188.04
9.9;369.81;-188.22
9.8;369.96;-188.4
9.7;370.11;-188.59
9.6;370.26;-188.77
9.5;370.41;-188.95
9.4;370.55;-189.14
9.3;370.7;-189.32
9.2;370.85;-189.51
9.1;371.0;-189.69
9.0;371.15;-189.87
8.9;371.29;-190.06
8.8;371.44;-190.24
8.7;371.59;-190.43
8.6;371.74;-190.61
8.5;371.88;-190.8
8.4;372.03;-190.98
8.3;372.18;-191.17
8.2;372.32;-191.35
8.1;372.47;-191.54
8.0;372.62;-191.72
7.9;372.77;-191.91
7.8;372.91;-192.09
7.7;373.06;-192.28
7.6;373.21;-192.46
7.5;373.35;-192.65
7.4;373.5;-192.83
7.3;373.65;-193.02
7.2;373.79;-193.2
7.1;373.94;-193.39
7.0;374.09;-193.58
6.9;374.23;-193.76
6.8;374.38;-193.95
6.7;374.53;-194.13
6.6;374.67;-194.32
6.5;374.82;-194.51
6.4;374.96;-194.69
6.3;375.11;-194.88
6.2;375.26;-195.07
6.1;375.4;-195.25
6.0;375.55;-195.44
5.9;375.69;-195.63
5.8;375.84;-195.81
5.7;375.99;-196.0
5.6;376.13;-196.19
5.5;376.28;-196.37
5.4;376.42;-196.56
5.3;376.57;-196.75
5.2;376.71;-196.94
5.1;376.86;-197.12
5.0;377.0;-197.31
4.9;377.15;-197.5
4.8;377.3;-197.69
4.7;377.44;-197.87
4.6;377.59;-198.06
4.5;377.73;-198.25
4.4;377.88;-198.44
4.3;378.02;-198.63
4.2;378.17;-198.82
