gamma;w;alpha_c
5.634962472;10.199406;-11.332399
5.63496;10.212258;-11.351206
5.6349;10.264603;-11.427942
5.634;10.454;-11.708
5.6;11.687;-13.597
5.5;13.039;-15.812
5.4;13.891;-17.292
5.3;14.563;-18.51
5.2;15.135;-19.584
5.1;15.64;-20.566
5.0;16.099;-21.483
4.9865304;16.157457;-21.603037
4.9;16.521;-22.353
4.8;16.914;-23.185
4.7;17.285;-23.989
4.6;17.635;-24.769
4.5;17.97;-25.53
4.4;18.289;-26.276
4.3;18.597;-27.008
4.2;18.893;-27.73
4.1;19.179;-28.442
4.0;19.456;-29.147
3.9;19.725;-29.845
3.8;19.987;-30.538
3.7;20.243;-31.226
3.6;20.492;-31.911
3.5;20.735;-32.593
3.4;20.973;-33.273
3.3;21.206;-33.95
3.2;21.435;-34.626
3.1;21.659;-35.302
3.0;21.879;-35.976
2.9;22.096;-36.651
2.8;22.309;-37.325
2.7;22.518;-38.0
2.6;22.724;-38.676
2.5;22.928;-39.352
2.4;23.128;-40.03
2.3;23.326;-40.709
2.2;23.521;-41.389
2.1;23.713;-42.071
2.0;23.903;-42.755
1.9;24.091;-43.44
1.8;24.276;-44.128
1.7;24.46;-44.818
1.6;24.641;-45.511
1.5;24.821;-46.206
1.4;24.998;-46.903
1.3;25.174;-47.604
1.2;25.348;-48.307
1.1;25.52;-49.013
1.0;25.691;-49.722
0.9;25.86;-50.434
0.8;26.027;-51.149
0.7;26.193;-51.867
0.6;26.358;-52.589
0.5;26.521;-53.314
0.4;26.683;-54.043
0.3;26.844;-54.775
0.2;27.003;-55.51
0.1;27.161;-56.25
0.0;27.318;-56.993
-0.1;27.473;-57.74
-0.2;27.628;-58.49
-0.3;27.781;-59.245
-0.4;27.933;-60.003
-0.5;28.085;-60.766
-0.6;28.235;-61.532
-0.7;28.384;-62.303
-0.8;28.532;-63.077
-0.9;28.679;-63.856
-1.0;28.826;-64.639
-1.1;28.971;-65.427
-1.2;29.116;-66.218
-1.3;29.259;-67.014
-1.4;29.402;-67.815
-1.5;29.544;-68.62
-1.6;29.685;-69.429
-1.7;29.825;-70.243
-1.8;29.964;-71.061
-1.9;30.103;-71.884
-2.0;30.241;-72.712
-2.1;30.378;-73.544
-2.2;30.514;-74.381
-2.3;30.65;-75.223
-2.4;30.785;-76.069
-2.5;30.919;-76.921
-2.6;31.053;-77.777
-2.7;31.186;-78.638
-2.8;31.318;-79.504
-2.9;31.45;-80.375
-3.0;31.581;-81.251
-3.1;31.711;-82.132
-3.2;31.841;-83.018
-3.3;31.97;-83.909
-3.4;32.098;-84.805
-3.5;32.226;-85.706
-3.6;32.354;-86.613
-3.7;32.481;-87.525
-3.8;32.607;-88.442
-3.9;32.733;-89.364
-4.0;32.858;-90.291
-4.1;32.982;-91.224
