gamma;w;alpha_c
14.1;40.533;-30.715
14.0;40.782;-31.047
13.9;41.029;-31.38
13.8;41.274;-31.713
13.7;41.518;-32.046
13.6;41.759;-32.38
13.5;41.999;-32.714
13.4;42.237;-33.049
13.3;42.474;-33.385
13.2;42.709;-33.721
13.1;42.943;-34.057
13.0;43.175;-34.394
12.9;43.405;-34.732
12.8;43.634;-35.07
12.7;43.861;-35.409
12.6;44.087;-35.748
12.5;44.312;-36.088
12.4;44.535;-36.428
12.3;44.757;-36.77
12.2;44.978;-37.111
12.1;45.197;-37.454
12.0;45.415;-37.797
11.9;45.632;-38.141
11.8;45.848;-38.485
11.7;46.062;-38.83
11.6;46.275;-39.176
11.5;46.487;-39.522
11.4;46.698;-39.87
11.3;46.908;-40.217
11.2;47.116;-40.566
11.1;47.324;-40.916
11.0;47.53;-41.266
10.9;47.735;-41.617
10.8;47.94;-41.968
10.7;48.143;-42.321
10.6;48.345;-42.674
10.5;48.547;-43.028
10.4;48.747;-43.382
10.3;48.946;-43.738
10.2;49.145;-44.094
10.1;49.342;-44.451
10.0;49.539;-44.809
9.9;49.734;-45.168
9.8;49.929;-45.528
9.7;50.123;-45.888
9.6;50.316;-46.249
9.5;50.508;-46.611
9.4;50.699;-46.974
9.3;50.89;-47.338
9.2;51.08;-47.703
9.1;51.268;-48.068
9.0;51.456;-48.435
8.9;51.644;-48.802
8.8;51.83;-49.17
8.7;52.016;-49.539
8.6;52.201;-49.909
8.5;52.385;-50.28
8.4;52.568;-50.652
8.3;52.751;-51.025
8.2;52.933;-51.399
8.1;53.114;-51.773
8.0;53.295;-52.149
7.9;53.475;-52.525
7.8;53.654;-52.903
7.7;53.833;-53.281
7.6;54.01;-53.66
7.5;54.188;-54.04
7.4;54.364;-54.422
7.3;54.54;-54.804
7.2;54.715;-55.187
7.1;54.89;-55.571
7.0;55.064;-55.956
6.9;55.238;-56.342
6.8;55.41;-56.729
6.7;55.582;-57.117
6.6;55.754;-57.507
6.5;55.925;-57.897
6.4;56.096;-58.288
6.3;56.265;-58.68
6.2;56.435;-59.073
6.1;56.603;-59.467
6.0;56.772;-59.862
5.9;56.939;-60.259
5.8;57.106;-60.656
5.7;57.273;-61.054
5.6;57.439;-61.453
5.5;57.604;-61.854
5.4;57.769;-62.255
5.3;57.934;-62.658
5.2;58.098;-63.061
5.1;58.261;-63.466
5.0;58.424;-63.871
4.9;58.586;-64.278
4.8;58.748;-64.686
4.7;58.91;-65.095
4.6;59.071;-65.505
4.5;59.231;-65.916
4.4;59.391;-66.328
4.3;59.551;-66.741
4.2;59.71;-67.156
4.1;59.868;-67.571
4.0;60.026;-67.988
3.9;60.184;-68.405
3.8;60.341;-68.824
3.7;60.498;-69.244
3.6;60.655;-69.665
3.5;60.811;-70.087
3.4;60.966;-70.51
3.3;61.121;-70.935
3.2;61.276;-71.36
3.1;61.43;-71.787
3.0;61.584;-72.215
2.9;61.737;-72.644
2.8;61.89;-73.074
2.7;62.043;-73.505
2.6;62.195;-73.938
2.5;62.347;-74.371
2.4;62.498;-74.806
2.3;62.649;-75.242
2.2;62.8;-75.679
2.1;62.95;-76.117
2.0;63.1;-76.556
1.9;63.25;-76.997
1.8;63.399;-77.439
1.7;63.547;-77.882
1.6;63.696;-78.326
1.5;63.844;-78.771
1.4;63.991;-79.218
1.3;64.139;-79.666
1.2;64.286;-80.115
1.1;64.432;-80.565
1.0;64.578;-81.016
0.9;64.724;-81.469
0.8;64.87;-81.923
0.7;65.015;-82.378
0.6;65.16;-82.834
0.5;65.304;-83.291
0.4;65.449;-83.75
0.3;65.592;-84.21
0.2;65.736;-84.671
0.1;65.879;-85.134
0.0;66.022;-85.597
-0.1;66.164;-86.062
-0.2;66.307;-86.528
-0.3;66.449;-86.996
-0.4;66.59;-87.464
-0.5;66.731;-87.934
-0.6;66.872;-88.405
-0.7;67.013;-88.878
-0.8;67.153;-89.352
-0.9;67.293;-89.826
-1.0;67.433;-90.303
-1.1;67.573;-90.78
-1.2;67.712;-91.259
-1.3;67.851;-91.739
-1.4;67.989;-92.221
-1.5;68.127;-92.703
-1.6;68.265;-93.187
-1.7;68.403;-93.673
-1.8;68.54;-94.159
-1.9;68.677;-94.647
-2.0;68.814;-95.136
-2.1;68.951;-95.627
-2.2;69.087;-96.118
-2.3;69.223;-96.611
-2.4;69.359;-97.106
-2.5;69.494;-97.602
-2.6;69.629;-98.099
-2.7;69.764;-98.597
-2.8;69.899;-99.097
-2.9;70.033;-99.598
-3.0;70.167;-100.1
-3.1;70.301;-100.6
-3.2;70.435;-101.11
-3.3;70.568;-101.62
-3.4;70.701;-102.12
-3.5;70.834;-102.63
-3.6;70.967;-103.14
-3.7;71.099;-103.65
-3.8;71.231;-104.17
-3.9;71.363;-104.68
-4.0;71.494;-105.2
-4.1;71.626;-105.72
