gamma;w;alpha_c
37.4;146.039;-69.3623
37.3;146.255;-69.5553
37.2;146.47;-69.7484
37.1;146.684;-69.9416
37.0;146.899;-70.1349
36.9;147.113;-70.3283
36.8;147.326;-70.5218
36.7;147.539;-70.7154
36.6;147.752;-70.9092
36.5;147.964;-71.1031
36.4;148.176;-71.297
36.3;148.388;-71.4911
36.2;148.599;-71.6854
36.1;148.81;-71.8797
36.0;149.02;-72.0742
35.9;149.23;-72.2688
35.8;149.44;-72.4635
35.7;149.649;-72.6583
35.6;149.858;-72.8532
35.5;150.067;-73.0483
35.4;150.275;-73.2435
35.3;150.483;-73.4388
35.2;150.691;-73.6343
35.1;150.898;-73.8298
35.0;151.105;-74.0255
34.9;151.311;-74.2214
34.8;151.517;-74.4173
34.7;151.723;-74.6134
34.6;151.928;-74.8096
34.5;152.134;-75.0059
34.4;152.338;-75.2024
34.3;152.543;-75.399
34.2;152.747;-75.5957
34.1;152.95;-75.7926
34.0;153.154;-75.9895
33.9;153.357;-76.1866
33.8;153.56;-76.3839
33.7;153.762;-76.5813
33.6;153.964;-76.7788
33.5;154.166;-76.9764
33.4;154.367;-77.1742
33.3;154.568;-77.3722
33.2;154.769;-77.5702
33.1;154.97;-77.7684
33.0;155.17;-77.9667
32.9;155.37;-78.1652
32.8;155.569;-78.3638
32.7;155.768;-78.5625
32.6;155.967;-78.7614
32.5;156.166;-78.9604
32.4;156.364;-79.1596
32.3;156.562;-79.3589
32.2;156.76;-79.5583
32.1;156.957;-79.7579
32.0;157.154;-79.9576
31.9;157.351;-80.1575
31.8;157.547;-80.3575
31.7;157.744;-80.5576
31.6;157.94;-80.7579
31.5;158.135;-80.9583
31.4;158.33;-81.1589
31.3;158.525;-81.3596
31.2;158.72;-81.5605
31.1;158.915;-81.7615
31.0;159.109;-81.9626
30.9;159.303;-82.1639
30.8;159.496;-82.3654
30.7;159.689;-82.567
30.6;159.883;-82.7687
30.5;160.075;-82.9706
30.4;160.268;-83.1727
30.3;160.46;-83.3748
30.2;160.652;-83.5772
30.1;160.843;-83.7797
30.0;161.035;-83.9823
29.9;161.226;-84.1851
29.8;161.417;-84.388
29.7;161.607;-84.5911
29.6;161.798;-84.7943
29.5;161.988;-84.9977
29.4;162.177;-85.2013
29.3;162.367;-85.4049
29.2;162.556;-85.6088
29.1;162.745;-85.8128
29.0;162.934;-86.0169
28.9;163.122;-86.2212
28.8;163.31;-86.4257
28.7;163.498;-86.6303
28.6;163.686;-86.8351
28.5;163.873;-87.04
28.4;164.061;-87.2451
28.3;164.248;-87.4503
28.2;164.434;-87.6557
28.1;164.621;-87.8613
28.0;164.807;-88.067
27.9;164.993;-88.2729
27.8;165.178;-88.4789
27.7;165.364;-88.6851
27.6;165.549;-88.8914
27.5;165.734;-89.0979
27.4;165.919;-89.3046
27.3;166.103;-89.5114
27.2;166.287;-89.7184
27.1;166.471;-89.9255
27.0;166.655;-90.1328
26.9;166.839;-90.3403
26.8;167.022;-90.5479
26.7;167.205;-90.7557
26.6;167.388;-90.9636
26.5;167.57;-91.1718
26.4;167.753;-91.38
26.3;167.935;-91.5885
26.2;168.117;-91.7971
26.1;168.298;-92.0058
26.0;168.48;-92.2147
25.9;168.661;-92.4238
25.8;168.842;-92.6331
25.7;169.023;-92.8425
25.6;169.203;-93.0521
25.5;169.384;-93.2618
25.4;169.564;-93.4718
25.3;169.744;-93.6819
25.2;169.923;-93.8921
25.1;170.103;-94.1025
25.0;170.282;-94.3131
24.9;170.461;-94.5239
24.8;170.64;-94.7348
24.7;170.818;-94.9459
24.6;170.997;-95.1571
24.5;171.175;-95.3685
24.4;171.353;-95.5801
24.3;171.53;-95.7919
24.2;171.708;-96.0038
24.1;171.885;-96.2159
24.0;172.062;-96.4282
23.9;172.239;-96.6406
23.8;172.416;-96.8532
23.7;172.592;-97.066
23.6;172.768;-97.279
23.5;172.945;-97.4921
23.4;173.12;-97.7054
23.3;173.296;-97.9189
23.2;173.471;-98.1325
23.1;173.647;-98.3463
23.0;173.822;-98.5603
22.9;173.996;-98.7745
22.8;174.171;-98.9888
22.7;174.346;-99.2033
22.6;174.52;-99.418
22.5;174.694;-99.6329
22.4;174.868;-99.8479
22.3;175.041;-100.063
22.2;175.215;-100.278
22.1;175.388;-100.494
22.0;175.561;-100.71
21.9;175.734;-100.926
21.8;175.907;-101.142
21.7;176.079;-101.358
21.6;176.251;-101.574
21.5;176.423;-101.791
21.4;176.595;-102.008
21.3;176.767;-102.225
21.2;176.938;-102.442
21.1;177.11;-102.659
21.0;177.281;-102.877
20.9;177.452;-103.095
20.8;177.623;-103.312
20.7;177.793;-103.53
20.6;177.964;-103.749
20.5;178.134;-103.967
20.4;178.304;-104.186
20.3;178.474;-104.404
20.2;178.644;-104.623
20.1;178.813;-104.842
20.0;178.982;-105.062
19.9;179.151;-105.281
19.8;179.32;-105.501
19.7;179.489;-105.721
19.6;179.658;-105.941
19.5;179.826;-106.161
19.4;179.994;-106.381
19.3;180.163;-106.602
19.2;180.33;-106.823
19.1;180.498;-107.044
19.0;180.666;-107.265
18.9;180.833;-107.486
18.8;181.0;-107.708
18.7;181.167;-107.929
18.6;181.334;-108.151
18.5;181.501;-108.373
18.4;181.667;-108.595
18.3;181.834;-108.818
18.2;182.0;-109.04
18.1;182.166;-109.263
18.0;182.332;-109.486
17.9;182.497;-109.709
17.8;182.663;-109.933
17.7;182.828;-110.156
17.6;182.993;-110.38
17.5;183.158;-110.604
17.4;183.323;-110.828
17.3;183.488;-111.052
17.2;183.652;-111.277
17.1;183.817;-111.501
17.0;183.981;-111.726
16.9;184.145;-111.951
16.8;184.309;-112.176
16.7;184.473;-112.402
16.6;184.636;-112.627
16.5;184.799;-112.853
16.4;184.963;-113.079
16.3;185.126;-113.305
16.2;185.289;-113.532
16.1;185.451;-113.758
16.0;185.614;-113.985
15.9;185.776;-114.212
15.8;185.939;-114.439
15.7;186.101;-114.666
15.6;186.263;-114.894
15.5;186.425;-115.121
15.4;186.586;-115.349
15.3;186.748;-115.577
15.2;186.909;-115.806
15.1;187.07;-116.034
15.0;187.231;-116.263
14.9;187.392;-116.492
14.8;187.553;-116.721
14.7;187.714;-116.95
14.6;187.874;-117.179
14.5;188.034;-117.409
14.4;188.194;-117.639
14.3;188.354;-117.869
14.2;188.514;-118.099
14.1;188.674;-118.329
14.0;188.833;-118.56
13.9;188.993;-118.791
13.8;189.152;-119.022
13.7;189.311;-119.253
13.6;189.47;-119.484
13.5;189.629;-119.716
13.4;189.788;-119.947
13.3;189.946;-120.179
13.2;190.105;-120.412
13.1;190.263;-120.644
13.0;190.421;-120.876
12.9;190.579;-121.109
12.8;190.737;-121.342
12.7;190.894;-121.575
12.6;191.052;-121.809
12.5;191.209;-122.042
12.4;191.366;-122.276
12.3;191.524;-122.51
12.2;191.681;-122.744
12.1;191.837;-122.978
12.0;191.994;-123.213
11.9;192.151;-123.447
11.8;192.307;-123.682
11.7;192.463;-123.917
11.6;192.619;-124.153
11.5;192.775;-124.388
11.4;192.931;-124.624
11.3;193.087;-124.86
11.2;193.243;-125.096
11.1;193.398;-125.332
11.0;193.553;-125.569
10.9;193.708;-125.806
10.8;193.863;-126.043
10.7;194.018;-126.28
10.6;194.173;-126.517
10.5;194.328;-126.754
10.4;194.482;-126.992
10.3;194.637;-127.23
10.2;194.791;-127.468
10.1;194.945;-127.707
10.0;195.099;-127.945
9.9;195.253;-128.184
9.8;195.407;-128.423
9.7;195.56;-128.662
9.6;195.714;-128.901
9.5;195.867;-129.141
9.4;196.02;-129.381
9.3;196.173;-129.621
9.2;196.326;-129.861
9.1;196.479;-130.101
9.0;196.632;-130.342
8.9;196.784;-130.582
8.8;196.937;-130.823
8.7;197.089;-131.065
8.6;197.241;-131.306
8.5;197.393;-131.548
8.4;197.545;-131.789
8.3;197.697;-132.031
8.2;197.849;-132.274
8.1;198.0;-132.516
8.0;198.152;-132.759
7.9;198.303;-133.002
7.8;198.454;-133.245
7.7;198.605;-133.488
7.6;198.756;-133.731
7.5;198.907;-133.975
7.4;199.058;-134.219
7.3;199.208;-134.463
7.2;199.359;-134.707
7.1;199.509;-134.952
7.0;199.659;-135.197
6.9;199.809;-135.441
6.8;199.959;-135.687
6.7;200.109;-135.932
6.6;200.259;-136.177
6.5;200.409;-136.423
6.4;200.558;-136.669
6.3;200.708;-136.915
6.2;200.857;-137.162
6.1;201.006;-137.408
6.0;201.155;-137.655
5.9;201.304;-137.902
5.8;201.453;-138.149
5.7;201.601;-138.397
5.6;201.75;-138.644
5.5;201.898;-138.892
5.4;202.047;-139.14
5.3;202.195;-139.389
5.2;202.343;-139.637
5.1;202.491;-139.886
5.0;202.639;-140.135
4.9;202.787;-140.384
4.8;202.934;-140.633
4.7;203.082;-140.883
4.6;203.229;-141.133

4.4;203.524;-141.633
4.3;203.671;-141.883
4.2;203.818;-142.134
4.1;203.965;-142.385
4.0;204.111;-142.636
3.9;204.258;-142.887
3.8;204.404;-143.138
3.7;204.551;-143.39
3.6;204.697;-143.642
3.5;204.843;-143.894
3.4;204.989;-144.147
3.3;205.135;-144.399
3.2;205.281;-144.652

1.5;207.744;-148.982
1.4;207.888;-149.239
1.3;208.032;-149.496
1.2;208.176;-149.753
1.1;208.319;-150.01
1.0;208.463;-150.268
0.9;208.606;-150.525
0.7;208.893;-151.042
0.6;209.036;-151.3
0.5;209.179;-151.559
0.4;209.322;-151.818
0.3;209.465;-152.077
0.2;209.607;-152.336
0.1;209.75;-152.596
0.0;209.892;-152.852
-0.1;210.035;-153.115
-0.2;210.177;-153.376
-0.3;210.319;-153.636
-0.4;210.461;-153.897
-0.5;210.603;-154.157
-0.6;210.745;-154.419
-0.7;210.887;-154.68
-0.8;211.029;-154.941
-0.9;211.17;-155.203
-1.0;211.312;-155.465
-1.1;211.453;-155.727
-1.2;211.594;-155.99
-1.3;211.736;-156.252
-1.4;211.877;-156.515
-1.5;212.018;-156.778
-1.6;212.159;-157.042
-1.7;212.299;-157.305
-1.8;212.44;-157.569
-1.9;212.581;-157.833
-2.0;212.721;-158.097
-2.1;212.862;-158.362
-2.2;213.002;-158.626
-2.3;213.142;-158.891
-2.4;213.282;-159.156
-2.5;213.422;-159.422
-2.6;213.562;-159.687
-2.7;213.702;-159.953
-2.8;213.842;-160.219
-2.9;213.982;-160.485
-3.0;214.121;-160.752
-3.1;214.261;-161.019
-3.2;214.4;-161.285
-3.3;214.539;-161.553
-3.4;214.679;-161.82
-3.5;214.818;-162.088
-3.6;214.957;-162.355
-3.7;215.096;-162.624
-3.8;215.234;-162.892
-3.9;215.373;-163.16
-4.0;215.512;-163.429
-4.1;215.65;-163.698
