gamma;w;alpha_c
10.607968684;13.127015;-13.40822
10.60796;13.142056;-13.420659
10.6079;13.169601;-13.443464
10.607;13.2879;-13.5418
10.6;13.5926;-13.7986
10.5;14.9036;-14.9655
10.4;15.6393;-15.6706
10.3;16.2282;-16.264
10.2;16.7393;-16.8011
10.1;17.1999;-17.3035
10.0;17.6244;-17.7826
9.9;18.0213;-18.245
9.8;18.3962;-18.6949
9.7;18.7531;-19.1352
9.6;19.0947;-19.5683
9.5;19.4234;-19.9955
9.4;19.7407;-20.4182
9.3;20.0481;-20.8373
9.2;20.3465;-21.2537
9.1;20.6369;-21.6678
9.0;20.9201;-22.0804
8.9;21.1966;-22.4918
8.8;21.4672;-22.9023
8.7;21.7321;-23.3124
8.6;21.9918;-23.7223
8.5;22.2468;-24.1322
8.4;22.4972;-24.5424
8.3;22.7434;-24.953
8.2;22.9857;-25.3642
8.1;23.2243;-25.7762
8.0;23.4593;-26.189
7.9;23.691;-26.6029
7.8;23.9196;-27.0178
7.7;24.1451;-27.434
7.6;24.3678;-27.8515
7.5;24.5877;-28.2704
7.4;24.8051;-28.6907
7.3;25.0199;-29.1126
7.2;25.2324;-29.5361
7.1;25.4425;-29.9613
7.0;25.6504;-30.3881
6.9;25.8562;-30.8167
6.8;26.06;-31.2472
6.7;26.2618;-31.6795
6.6;26.4616;-32.1137
6.5;26.6597;-32.5499
6.4;26.8559;-32.9881
6.3;27.0504;-33.4283
6.2;27.2433;-33.8706
6.1;27.4345;-34.3149
6.0;27.6241;-34.7614
5.9;27.8123;-35.2101
5.8;27.9989;-35.6609
5.7;28.1841;-36.114
5.6;28.3679;-36.5692
5.5;28.5504;-37.0268
5.4;28.7315;-37.4867
5.3;28.9113;-37.9488
5.2;29.0899;-38.4133
5.1;29.2672;-38.8802
5.0;29.4433;-39.3494
4.9;29.6183;-39.8211
4.8;29.7921;-40.2952
4.7;29.9647;-40.7717
4.6;30.1363;-41.2508
4.5;30.3069;-41.7322
4.4;30.4763;-42.2162
4.3;30.6448;-42.7027
4.2;30.8122;-43.1918
4.1;30.9787;-43.6834
4.0;31.1442;-44.1775
3.9;31.3088;-44.6743
3.8;31.4724;-45.1736
3.7;31.6352;-45.6756
3.6;31.797;-46.1802
3.5;31.958;-46.6875
3.4;32.1181;-47.1975
3.3;32.2774;-47.7101
3.2;32.4359;-48.2254
3.1;32.5935;-48.7434
3.0;32.7503;-49.2642
2.9;32.9064;-49.7877
2.8;33.0617;-50.314
2.7;33.2163;-50.843
2.6;33.3701;-51.3748
2.5;33.5231;-51.9094
2.4;33.6755;-52.4469
2.3;33.8271;-52.9871
2.2;33.9781;-53.5302
2.1;34.1283;-54.0761
2.0;34.2779;-54.6249
1.9;34.4268;-55.1766
1.8;34.5751;-55.7312
1.7;34.7227;-56.2887
1.6;34.8697;-56.849
1.5;35.0161;-57.4123
1.4;35.1618;-57.9786
1.3;35.307;-58.5478
1.2;35.4515;-59.12
1.1;35.5955;-59.6952
1.0;35.7388;-60.2733
0.9;35.8816;-60.8545
0.8;36.0238;-61.4387
0.7;36.1655;-62.0258
0.6;36.3066;-62.6161
0.5;36.4472;-63.2094
0.4;36.5872;-63.8057
0.3;36.7267;-64.4052
0.2;36.8657;-65.0077
0.1;37.0041;-65.6133
-0.1;37.2795;-66.8339
-0.2;37.4165;-67.4489
-0.3;37.5529;-68.0671
-0.4;37.6889;-68.6884
-0.5;37.8244;-69.3129
-0.6;37.9594;-69.9406
-0.7;38.0939;-70.5715
-0.8;38.228;-71.2056
-0.9;38.3616;-71.8429
-1.0;38.4948;-72.4835
-1.1;38.6275;-73.1272
-1.2;38.7598;-73.7743
-1.3;38.8916;-74.4246
-1.4;39.023;-75.0782
-1.5;39.154;-75.7351
-1.6;39.2845;-76.3954
-1.7;39.4147;-77.0589
-1.8;39.5444;-77.7257
-1.9;39.6737;-78.3959
-2.0;39.8026;-79.0695
-2.1;39.9311;-79.7464
-2.2;40.0592;-80.4267
-2.3;40.1869;-81.1104
-2.4;40.3142;-81.7974
-2.5;40.4411;-82.4879
-2.6;40.5677;-83.1819
-2.7;40.6938;-83.8793
-2.8;40.8196;-84.58
-2.9;40.9451;-85.2844
-3.0;41.0701;-85.9921
-3.1;41.1948;-86.7033
-3.2;41.3191;-87.4181
-3.3;41.4431;-88.1363
-3.4;41.5667;-88.8581
-3.5;41.69;-89.5834
-3.6;41.8129;-90.3122
-3.7;41.9355;-91.0446
-3.8;42.0578;-91.7806
-3.9;42.1797;-92.5202
-4.0;42.3012;-93.2632
-4.1;42.4225;-94.01
