gamma;w;alpha_c
10.2;236.777;-144.068
10.1;236.929;-144.288
10.0;237.081;-144.509
9.9;237.232;-144.73
9.8;237.384;-144.951
9.7;237.535;-145.173
9.6;237.687;-145.394
9.5;237.838;-145.616
9.4;237.989;-145.838
9.3;238.14;-146.06
9.2;238.291;-146.282
9.1;238.442;-146.505
9.0;238.593;-146.727
8.9;238.744;-146.95
8.8;238.894;-147.172
8.7;239.045;-147.395
8.6;239.195;-147.618
8.5;239.346;-147.842
8.4;239.496;-148.065
8.3;239.646;-148.289
8.2;239.796;-148.513
8.1;239.946;-148.737
8.0;240.096;-148.961
7.9;240.245;-149.185
7.8;240.395;-149.409
7.7;240.545;-149.634
7.6;240.694;-149.859
7.5;240.843;-150.084
7.4;240.993;-150.308
7.3;241.142;-150.534
7.2;241.291;-150.759
7.1;241.44;-150.985
7.0;241.588;-151.21
6.9;241.737;-151.436
6.8;241.886;-151.662
6.7;242.034;-151.888
6.6;242.183;-152.115
6.5;242.331;-152.341
6.4;242.479;-152.568
6.3;242.627;-152.794
6.2;242.776;-153.022
6.1;242.924;-153.249
6.0;243.071;-153.476
5.9;243.219;-153.703
5.8;243.367;-153.931
5.7;243.514;-154.159
5.6;243.662;-154.387
5.5;243.809;-154.615
5.4;243.957;-154.843
5.3;244.104;-155.071
5.2;244.251;-155.3
5.1;244.398;-155.529
5.0;244.545;-155.758
4.9;244.692;-155.987
4.8;244.838;-156.216
4.7;244.985;-156.445
4.6;245.131;-156.675
4.5;245.278;-156.904
4.4;245.424;-157.135
4.3;245.571;-157.365
4.2;245.717;-157.595
4.1;245.863;-157.825
4.0;246.009;-158.055
3.9;246.155;-158.286
3.8;246.301;-158.517
3.7;246.446;-158.748
3.6;246.592;-158.979
3.5;246.737;-159.211
3.4;246.883;-159.442
3.3;247.028;-159.674
3.2;247.173;-159.906
3.1;247.319;-160.138
3.0;247.464;-160.37
2.9;247.609;-160.602
2.8;247.754;-160.835
2.7;247.898;-161.068
2.6;248.043;-161.3
2.5;248.188;-161.534
2.4;248.332;-161.767
2.3;248.477;-162.0
2.2;248.621;-162.234
2.1;248.766;-162.467
2.0;248.91;-162.701
1.9;249.054;-162.935
1.8;249.198;-163.169
1.7;249.342;-163.404
1.6;249.486;-163.638
1.5;249.629;-163.873
1.4;249.773;-164.107
1.3;249.917;-164.343
1.2;250.06;-164.578
1.1;250.204;-164.813
1.0;250.347;-165.049
0.9;250.49;-165.284
0.8;250.633;-165.52
0.7;250.777;-165.756
0.6;250.919;-165.992
0.5;251.062;-166.229
0.4;251.205;-166.465
0.3;251.348;-166.702
0.2;251.49;-166.939
0.1;251.633;-167.176
0.0;251.775;-167.412
-0.1;251.918;-167.65
-0.2;252.06;-167.888
-0.3;252.202;-168.125
-0.4;252.345;-168.363
-0.5;252.487;-168.601
-0.6;252.629;-168.84
-0.7;252.771;-169.078
-0.8;252.913;-169.317
-0.9;253.054;-169.555
-1.0;253.196;-169.794
-1.1;253.337;-170.033
-1.2;253.479;-170.272
-1.3;253.62;-170.512
-1.4;253.762;-170.751
-1.5;253.903;-170.991
-1.6;254.044;-171.231
-1.7;254.185;-171.471
-1.8;254.326;-171.711
-1.9;254.467;-171.952
-2.0;254.608;-172.192
-2.1;254.749;-172.433
-2.2;254.889;-172.674
-2.3;255.03;-172.915
-2.4;255.17;-173.156
-2.5;255.311;-173.398
-2.6;255.451;-173.639
-2.7;255.592;-173.881
-2.8;255.732;-174.123
-2.9;255.872;-174.365
-3.0;256.012;-174.607
-3.1;256.152;-174.85
-3.2;256.291;-175.092
-3.3;256.431;-175.335
-3.4;256.571;-175.578
-3.5;256.711;-175.821
-3.6;256.85;-176.065
-3.7;256.99;-176.308
-3.8;257.129;-176.552
-3.9;257.269;-176.796
-4.0;257.408;-177.04
-4.1;257.547;-177.284
