gamma;w;alpha_c
4.1;117.38;-103.701
4.0;117.53;-104.021
3.9;117.68;-104.341
3.8;117.829;-104.661
3.7;117.979;-104.982
3.6;118.128;-105.304
3.5;118.277;-105.626
3.4;118.426;-105.948
3.3;118.574;-106.271
3.2;118.722;-106.594
3.1;118.871;-106.918
3.0;119.019;-107.242
2.9;119.166;-107.567
2.8;119.314;-107.892
2.7;119.462;-108.218
2.6;119.609;-108.544
2.5;119.756;-108.87
2.4;119.903;-109.198
2.3;120.049;-109.525
2.2;120.196;-109.853
2.1;120.342;-110.182
2.0;120.488;-110.511
1.9;120.634;-110.84
1.8;120.78;-111.17
1.7;120.925;-111.501
1.6;121.071;-111.831
1.5;121.216;-112.163
1.4;121.361;-112.495
1.3;121.506;-112.827
1.2;121.65;-113.16
1.1;121.795;-113.493
1.0;121.939;-113.827
0.9;122.083;-114.161
0.8;122.227;-114.496
0.7;122.371;-114.831
0.6;122.514;-115.167
0.5;122.658;-115.503
0.4;122.801;-115.84
0.3;122.944;-116.177
0.2;123.087;-116.515
0.1;123.229;-116.853
0.0;123.372;-117.192
-0.1;123.514;-117.531
-0.2;123.656;-117.871
-0.3;123.798;-118.211
-0.4;123.94;-118.552
-0.5;124.082;-118.893
-0.6;124.223;-119.234
-0.7;124.365;-119.577
-0.8;124.506;-119.919
-0.9;124.647;-120.262
-1.0;124.788;-120.606
-1.1;124.928;-120.95
-1.2;125.069;-121.295
-1.3;125.209;-121.64
-1.4;125.349;-121.985
-1.5;125.489;-122.331
-1.6;125.629;-122.678
-1.7;125.769;-123.025
-1.8;125.908;-123.373
-1.9;126.048;-123.721
-2.0;126.187;-124.07
-2.1;126.326;-124.419
-2.2;126.465;-124.769
-2.3;126.603;-125.119
-2.4;126.742;-125.469
-2.5;126.88;-125.821
-2.6;127.019;-126.172
-2.7;127.157;-126.524
-2.8;127.295;-126.877
-2.9;127.433;-127.23
-3.0;127.57;-127.584
-3.1;127.708;-127.938
-3.2;127.845;-128.293
-3.3;127.982;-128.648
-3.4;128.119;-129.004
-3.5;128.256;-129.36
-3.6;128.393;-129.717
-3.7;128.53;-130.074
-3.8;128.666;-130.432
-3.9;128.802;-130.79
-4.0;128.938;-131.149
-4.1;129.074;-131.509
