gamma;w;alpha_c
39.7;104.27;-47.273
39.6;104.55;-47.477
39.5;104.82;-47.68
39.4;105.09;-47.884
39.3;105.35;-48.087
39.2;105.62;-48.291
39.1;105.89;-48.494
39.0;106.15;-48.698
38.9;106.42;-48.901
38.8;106.68;-49.105
38.7;106.95;-49.308
38.6;107.21;-49.512
38.5;107.47;-49.715
38.4;107.73;-49.919
38.3;107.99;-50.122
38.2;108.25;-50.326
38.1;108.5;-50.529
38.0;108.76;-50.733
37.9;109.01;-50.936
37.8;109.27;-51.14
37.7;109.52;-51.344
37.6;109.78;-51.548
37.5;110.03;-51.752
37.4;110.28;-51.955
37.3;110.53;-52.159
37.2;110.78;-52.363
37.1;111.03;-52.567
37.0;111.28;-52.771
36.9;111.53;-52.975
36.8;111.77;-53.18
36.7;112.02;-53.384
36.6;112.26;-53.588
36.5;112.51;-53.792
36.4;112.75;-53.997
36.3;113.0;-54.201
36.2;113.24;-54.406
36.1;113.48;-54.611
36.0;113.72;-54.815
35.9;113.96;-55.02
35.8;114.2;-55.225
35.7;114.44;-55.43
35.6;114.68;-55.635
35.5;114.92;-55.84
35.4;115.15;-56.045
35.3;115.39;-56.251
35.2;115.63;-56.456
35.1;115.86;-56.662
35.0;116.1;-56.867
34.9;116.33;-57.073
34.8;116.56;-57.279
34.7;116.8;-57.485
34.6;117.03;-57.691
34.5;117.26;-57.897
34.4;117.49;-58.103
34.3;117.72;-58.309
34.2;117.95;-58.516
34.1;118.18;-58.722
34.0;118.41;-58.929
33.9;118.63;-59.136
33.8;118.86;-59.343
33.7;119.09;-59.55
33.6;119.31;-59.757
33.5;119.54;-59.964
33.4;119.76;-60.171
33.3;119.99;-60.379
33.2;120.21;-60.586
33.1;120.44;-60.794
33.0;120.66;-61.002
32.9;120.88;-61.21
32.8;121.1;-61.418
32.7;121.32;-61.626
32.6;121.54;-61.835
32.5;121.77;-62.043
32.4;121.98;-62.252
32.3;122.2;-62.46
32.2;122.42;-62.669
32.1;122.64;-62.878
32.0;122.86;-63.088
31.9;123.08;-63.297
31.8;123.29;-63.506
31.7;123.51;-63.716
31.6;123.72;-63.926
31.5;123.94;-64.135
31.4;124.15;-64.345
31.3;124.37;-64.556
31.2;124.58;-64.766
31.1;124.8;-64.976
31.0;125.01;-65.187
30.9;125.22;-65.398
30.8;125.43;-65.609
30.7;125.64;-65.82
30.6;125.86;-66.031
30.5;126.07;-66.242
30.4;126.28;-66.454
30.3;126.49;-66.665
30.2;126.7;-66.877
30.1;126.9;-67.089
30.0;127.11;-67.301
29.9;127.32;-67.514
29.8;127.53;-67.726
29.7;127.74;-67.939
29.6;127.94;-68.151
29.5;128.15;-68.364
29.4;128.35;-68.577
29.3;128.56;-68.791
29.2;128.77;-69.004
29.1;128.97;-69.218
29.0;129.17;-69.432
28.9;129.38;-69.646
28.8;129.58;-69.86
28.7;129.79;-70.074
28.6;129.99;-70.288
28.5;130.19;-70.503
28.4;130.39;-70.718
28.3;130.59;-70.933
28.2;130.79;-71.148
28.1;131.0;-71.363
28.0;131.2;-71.578
27.9;131.4;-71.794
27.8;131.6;-72.01
27.7;131.8;-72.226
27.6;131.99;-72.442
27.5;132.19;-72.658
27.4;132.39;-72.875
27.3;132.59;-73.092
27.2;132.79;-73.309
27.1;132.98;-73.526
27.0;133.18;-73.743
26.9;133.38;-73.96
26.8;133.57;-74.178
26.7;133.77;-74.396
26.6;133.96;-74.614
26.5;134.16;-74.832
26.4;134.35;-75.05
26.3;134.55;-75.269
26.2;134.74;-75.487
26.1;134.94;-75.706
26.0;135.13;-75.926
25.9;135.32;-76.145
25.8;135.52;-76.364
25.7;135.71;-76.584
25.6;135.9;-76.804
25.5;136.09;-77.024
25.4;136.28;-77.244
25.3;136.47;-77.464
25.2;136.67;-77.685
25.1;136.86;-77.906
25.0;137.05;-78.127
24.9;137.24;-78.348
24.8;137.43;-78.57
24.7;137.61;-78.791
24.6;137.8;-79.013
24.5;137.99;-79.235
24.4;138.18;-79.457
24.3;138.37;-79.68
24.2;138.56;-79.902
24.1;138.74;-80.125
24.0;138.93;-80.348
23.9;139.12;-80.571
23.8;139.3;-80.795
23.7;139.49;-81.018
23.6;139.68;-81.242
23.5;139.86;-81.466
23.4;140.05;-81.69
23.3;140.23;-81.915
23.2;140.42;-82.139
23.1;140.6;-82.364
23.0;140.79;-82.589
22.9;140.97;-82.814
22.8;141.15;-83.04
22.7;141.34;-83.265
22.6;141.52;-83.491
22.5;141.7;-83.717
22.4;141.88;-83.944
22.3;142.07;-84.17
22.2;142.25;-84.397
22.1;142.43;-84.624
22.0;142.61;-84.851
21.9;142.79;-85.078
21.8;142.97;-85.305
21.7;143.15;-85.533
21.6;143.34;-85.761
21.5;143.52;-85.989
21.4;143.7;-86.218
21.3;143.87;-86.446
21.2;144.05;-86.675
21.1;144.23;-86.904
21.0;144.41;-87.133
20.9;144.59;-87.363
20.8;144.77;-87.593
20.7;144.95;-87.822
20.6;145.12;-88.053
20.5;145.3;-88.283
20.4;145.48;-88.513
20.3;145.66;-88.744
20.2;145.83;-88.975
20.1;146.01;-89.206
20.0;146.19;-89.438
19.9;146.36;-89.669
19.8;146.54;-89.901
19.7;146.71;-90.133
19.6;146.89;-90.366
19.5;147.06;-90.598
19.4;147.24;-90.831
19.3;147.41;-91.064
19.2;147.59;-91.297
19.1;147.76;-91.53
19.0;147.94;-91.764
18.9;148.11;-91.998
18.8;148.28;-92.232
18.7;148.46;-92.466
18.6;148.63;-92.701
18.5;148.8;-92.936
18.4;148.98;-93.171
18.3;149.15;-93.406
18.2;149.32;-93.641
18.1;149.49;-93.877
18.0;149.66;-94.113
17.9;149.83;-94.349
17.8;150.01;-94.585
17.7;150.18;-94.822
17.6;150.35;-95.059
17.5;150.52;-95.296
17.4;150.69;-95.533
17.3;150.86;-95.77
17.2;151.03;-96.008
17.1;151.2;-96.246
17.0;151.37;-96.484
16.9;151.54;-96.723
16.8;151.71;-96.961
16.7;151.88;-97.2
16.6;152.04;-97.439
16.5;152.21;-97.679
16.4;152.38;-97.918
16.3;152.55;-98.158
16.2;152.72;-98.398
16.1;152.88;-98.639
16.0;153.05;-98.879
15.9;153.22;-99.12
15.8;153.39;-99.361
15.7;153.55;-99.602
15.6;153.72;-99.844
15.5;153.89;-100.09
15.4;154.05;-100.33
15.3;154.22;-100.57
15.2;154.38;-100.81
15.1;154.55;-101.05
15.0;154.71;-101.3
14.9;154.88;-101.54
14.8;155.04;-101.78
14.7;155.21;-102.03
14.6;155.37;-102.27
14.5;155.54;-102.52
14.4;155.7;-102.76
14.3;155.87;-103.0
14.2;156.03;-103.25
14.1;156.19;-103.49
14.0;156.36;-103.74
13.9;156.52;-103.99
13.8;156.68;-104.23
13.7;156.85;-104.48
13.6;157.01;-104.72
13.5;157.17;-104.97
13.4;157.33;-105.22
13.3;157.5;-105.46
13.2;157.66;-105.71
13.1;157.82;-105.96
13.0;157.98;-106.21
12.9;158.14;-106.45
12.8;158.3;-106.7
12.7;158.47;-106.95
12.6;158.63;-107.2
12.5;158.79;-107.45
12.4;158.95;-107.7
12.3;159.11;-107.95
12.2;159.27;-108.2
12.1;159.43;-108.45
12.0;159.59;-108.7
11.9;159.75;-108.95
11.8;159.91;-109.2
11.7;160.07;-109.45
11.6;160.23;-109.7
11.5;160.38;-109.95
11.4;160.54;-110.2
11.3;160.7;-110.46
11.2;160.86;-110.71
11.1;161.02;-110.96
11.0;161.18;-111.21
10.9;161.33;-111.47
10.8;161.49;-111.72
10.7;161.65;-111.97
10.6;161.81;-112.23
10.5;161.96;-112.48
10.4;162.12;-112.74
10.3;162.28;-112.99
10.2;162.44;-113.25
10.1;162.59;-113.5
10.0;162.75;-113.76
9.9;162.91;-114.01
9.8;163.06;-114.27
9.7;163.22;-114.52
9.6;163.37;-114.78
9.5;163.53;-115.04
9.4;163.68;-115.29
9.3;163.84;-115.55
9.2;163.99;-115.81
9.1;164.15;-116.06
9.0;164.3;-116.32
8.9;164.46;-116.58
8.8;164.61;-116.84
8.7;164.77;-117.1
8.6;164.92;-117.36
8.5;165.08;-117.62
8.4;165.23;-117.88
8.3;165.38;-118.13
8.2;165.54;-118.39
8.1;165.69;-118.66
8.0;165.84;-118.92
7.9;166.0;-119.18
7.8;166.15;-119.44
7.7;166.3;-119.7
7.6;166.46;-119.96
7.5;166.61;-120.22
7.4;166.76;-120.48
7.3;166.91;-120.75
7.2;167.07;-121.01
7.1;167.22;-121.27
7.0;167.37;-121.53
6.9;167.52;-121.8
6.8;167.67;-122.06
6.7;167.82;-122.33
6.6;167.97;-122.59
6.5;168.13;-122.85
6.4;168.28;-123.12
6.3;168.43;-123.38
6.2;168.58;-123.65
6.1;168.73;-123.91
6.0;168.88;-124.18
5.9;169.03;-124.45
5.8;169.18;-124.71
5.7;169.33;-124.98
5.6;169.48;-125.25
5.5;169.63;-125.51
5.4;169.78;-125.78
5.3;169.93;-126.05
5.2;170.08;-126.32
5.1;170.23;-126.58
5.0;170.37;-126.85
4.9;170.52;-127.12
4.8;170.67;-127.39
4.7;170.82;-127.66
4.6;170.97;-127.93
4.5;171.12;-128.2
4.4;171.26;-128.47
4.3;171.41;-128.74
4.2;171.56;-129.01
4.1;171.71;-129.28
4.0;171.86;-129.55
3.9;172.0;-129.82
3.8;172.15;-130.1
3.7;172.3;-130.37
3.6;172.44;-130.64
3.5;172.59;-130.91
3.4;172.74;-131.19
3.3;172.89;-131.46
3.2;173.03;-131.73
3.1;173.18;-132.01
3.0;173.32;-132.28
2.9;173.47;-132.55
2.8;173.62;-132.83
2.7;173.76;-133.1
2.6;173.91;-133.38
2.5;174.05;-133.65
2.4;174.2;-133.93
2.3;174.34;-134.2
2.2;174.49;-134.48
2.1;174.63;-134.76
2.0;174.78;-135.03
1.9;174.92;-135.31
1.8;175.07;-135.59
1.7;175.21;-135.87
1.6;175.36;-136.14
1.5;175.5;-136.42
1.4;175.65;-136.7
1.3;175.79;-136.98
1.2;175.93;-137.26
1.1;176.08;-137.54
1.0;176.22;-137.82
0.9;176.37;-138.1
0.8;176.51;-138.38
0.7;176.65;-138.66
0.6;176.8;-138.94
0.5;176.94;-139.22
0.4;177.08;-139.5
0.3;177.22;-139.78
0.2;177.37;-140.06
0.1;177.51;-140.34
0.0;177.653;-140.627
-0.1;177.8;-140.91
-0.2;177.94;-141.19
-0.3;178.08;-141.48
-0.4;178.22;-141.76
-0.5;178.36;-142.04
-0.6;178.51;-142.33
-0.7;178.65;-142.61
-0.8;178.79;-142.9
-0.9;178.93;-143.18
-1.0;179.07;-143.47
-1.1;179.21;-143.75
-1.2;179.35;-144.04
-1.3;179.49;-144.32
-1.4;179.64;-144.61
-1.5;179.78;-144.9
-1.6;179.92;-145.18
-1.7;180.06;-145.47
-1.8;180.2;-145.76
-1.9;180.34;-146.05
-2.0;180.48;-146.33
-2.1;180.62;-146.62
-2.2;180.76;-146.91
-2.3;180.9;-147.2
-2.4;181.04;-147.49
-2.5;181.18;-147.78
-2.6;181.32;-148.07
-2.7;181.46;-148.36
-2.8;181.6;-148.65
-2.9;181.73;-148.94
-3.0;181.87;-149.23
-3.1;182.01;-149.52
-3.2;182.15;-149.81
-3.3;182.29;-150.1
-3.4;182.43;-150.4
-3.5;182.57;-150.69
-3.6;182.71;-150.98
-3.7;182.84;-151.27
-3.8;182.98;-151.57
-3.9;183.12;-151.86
-4.0;183.26;-152.16
-4.1;183.4;-152.45
