gamma;w;alpha_c
373.5;567.902;-79.3979
373.4;568.416;-79.4882
373.3;568.928;-79.5784
373.2;569.44;-79.6686
373.1;569.95;-79.7585
373.0;570.46;-79.8486
372.9;570.968;-79.9384
372.8;571.475;-80.0281
372.7;571.982;-80.1179
372.6;572.486;-80.2072
372.5;572.991;-80.2967
372.4;573.494;-80.3861
372.3;573.996;-80.4752
372.2;574.497;-80.5644
372.1;574.997;-80.6534
372.0;575.496;-80.7424
371.9;575.994;-80.8312
371.8;576.491;-80.9199
371.7;576.987;-81.0086
371.6;577.482;-81.0971
371.5;577.976;-81.1855
371.4;578.47;-81.274
371.3;578.962;-81.3622
371.2;579.453;-81.4503
371.1;579.944;-81.5386
371.0;580.433;-81.6265
370.9;580.921;-81.7144
370.8;581.408;-81.8021
370.7;581.896;-81.89
370.6;582.381;-81.9776
370.5;582.866;-82.0651
370.4;583.35;-82.1526
370.3;583.832;-82.2399
370.2;584.314;-82.3272
370.1;584.796;-82.4144
370.0;585.277;-82.5018
369.9;585.756;-82.5888
369.8;586.234;-82.6756
369.7;586.713;-82.7627
369.6;587.189;-82.8493
369.5;587.665;-82.9361
369.4;588.14;-83.0227
369.3;588.614;-83.1093
369.2;589.088;-83.1957
369.1;589.561;-83.2823
369.0;590.032;-83.3685
368.9;590.504;-83.4548
368.8;590.973;-83.5409
368.7;591.443;-83.627
368.6;591.912;-83.7133
368.5;592.379;-83.7991
368.4;592.846;-83.8849
368.3;593.313;-83.9708
368.2;593.778;-84.0566
368.1;594.242;-84.1421
368.0;594.705;-84.2276
367.9;595.169;-84.3132
367.8;595.631;-84.3987
367.7;596.093;-84.4841
367.6;596.553;-84.5693
367.5;597.013;-84.6547
367.4;597.471;-84.7396
367.3;597.93;-84.8247
367.2;598.389;-84.9099
367.1;598.845;-84.9947
367.0;599.301;-85.0797
366.9;599.757;-85.1645
366.8;600.211;-85.2492
366.7;600.665;-85.334
366.6;601.117;-85.4184
366.5;601.57;-85.5029
366.4;602.023;-85.5876
366.3;602.473;-85.6718
366.2;602.923;-85.7562
366.1;603.374;-85.8407
366.0;603.822;-85.9248
365.9;604.27;-86.009
365.8;604.718;-86.0931
365.7;605.164;-86.177
365.6;605.61;-86.2611
365.5;606.056;-86.345
365.4;606.5;-86.4287
365.3;606.945;-86.5126
365.2;607.388;-86.5964
365.1;607.83;-86.6799
365.0;608.273;-86.7636
364.9;608.714;-86.8472
364.8;609.154;-86.9306
364.7;609.595;-87.0141
364.6;610.034;-87.0975
364.5;610.472;-87.1807
364.4;610.911;-87.2641
364.3;611.348;-87.3473
364.2;611.784;-87.4303
364.1;612.221;-87.5134
364.0;612.656;-87.5964
363.9;613.09;-87.6792
363.8;613.524;-87.7622
363.7;613.959;-87.8453
363.6;614.391;-87.9279
363.5;614.823;-88.0106
363.4;615.256;-88.0935
363.3;615.686;-88.1759
363.2;616.116;-88.2585
363.1;616.547;-88.3411
363.0;616.976;-88.4236
362.9;617.404;-88.506
362.8;617.832;-88.5884
362.7;618.26;-88.6707
362.6;618.687;-88.7531
362.5;619.113;-88.8353
362.4;619.538;-88.9174
362.3;619.964;-88.9996
362.2;620.388;-89.0816
362.1;620.812;-89.1637
362.0;621.235;-89.2457
361.9;621.657;-89.3274
361.8;622.079;-89.4093
361.7;622.502;-89.4913
361.6;622.923;-89.5732
361.5;623.343;-89.6548
361.4;623.762;-89.7363
361.3;624.183;-89.8182
361.2;624.6;-89.8996
361.1;625.019;-89.9811
361.0;625.437;-90.0628
360.9;625.852;-90.1439
360.8;626.27;-90.2255
360.7;626.685;-90.3066
360.6;627.101;-90.3881
360.5;627.516;-90.4694
360.4;627.93;-90.5506
360.3;628.343;-90.6315
360.2;628.757;-90.7129
360.1;629.169;-90.7937
360.0;629.581;-90.8747
359.9;629.993;-90.9559
359.8;630.404;-91.0368
359.7;630.814;-91.1175
359.6;631.223;-91.1983
359.5;631.634;-91.2793
359.4;632.043;-91.36
359.3;632.452;-91.4409
359.2;632.86;-91.5216
359.1;633.266;-91.6021
359.0;633.673;-91.6826
358.9;634.08;-91.7634
358.8;634.486;-91.8439
358.7;634.891;-91.9242
358.6;635.296;-92.0046
358.5;635.701;-92.0851
358.4;636.104;-92.1655
358.3;636.507;-92.2456
358.2;636.911;-92.3262
358.1;637.313;-92.4062
358.0;637.714;-92.4863
357.9;638.116;-92.5666
357.8;638.517;-92.6466
357.7;638.918;-92.7268
357.6;639.317;-92.8068
357.5;639.716;-92.8865
357.4;640.116;-92.9667
357.3;640.514;-93.0467
357.2;640.912;-93.1264
357.1;641.31;-93.2063
357.0;641.706;-93.2859
356.9;642.104;-93.3661
356.8;642.499;-93.4456
356.7;642.895;-93.5253
356.6;643.289;-93.6047
356.5;643.685;-93.6846
356.4;644.08;-93.7643
356.3;644.473;-93.8437
356.2;644.865;-93.9229
356.1;645.259;-94.0026
356.0;645.651;-94.0821
355.9;646.043;-94.1613
355.8;646.434;-94.2406
355.7;646.826;-94.3201
355.6;647.218;-94.3996
355.5;647.606;-94.4786
355.4;647.996;-94.5577
355.3;648.385;-94.6369
355.2;648.775;-94.7163
355.1;649.163;-94.7954
355.0;649.552;-94.8746
354.9;649.939;-94.9535
354.8;650.325;-95.0323
354.7;650.712;-95.1115
354.6;651.098;-95.1904
354.5;651.485;-95.2695
354.4;651.87;-95.3484
354.3;652.255;-95.4273
354.2;652.638;-95.5056
354.1;653.024;-95.5848
354.0;653.407;-95.6634
353.9;653.79;-95.7421
353.8;654.173;-95.8209
353.7;654.555;-95.8994
353.6;654.937;-95.9781
353.5;655.319;-96.0569
353.4;655.7;-96.1354
353.3;656.082;-96.2141
353.2;656.46;-96.2921
353.1;656.841;-96.371
353.0;657.22;-96.4492
352.9;657.599;-96.5276
352.8;657.978;-96.6061
352.7;658.356;-96.6843
352.6;658.735;-96.763
352.5;659.112;-96.841
352.4;659.489;-96.9192
352.3;659.866;-96.9975
352.2;660.241;-97.0756
352.1;660.619;-97.1541
352.0;660.993;-97.232
351.9;661.368;-97.31
351.8;661.742;-97.3881
351.7;662.117;-97.4663
351.6;662.491;-97.5443
351.5;662.865;-97.6223
351.4;663.239;-97.7005
351.3;663.612;-97.7784
351.2;663.984;-97.8564
351.1;664.354;-97.9338
351.0;664.728;-98.0121
350.9;665.098;-98.0896
350.8;665.468;-98.1673
350.7;665.839;-98.2452
350.6;666.21;-98.3231
350.5;666.581;-98.4011
350.4;666.949;-98.4785
350.3;667.319;-98.5564
350.2;667.687;-98.6339
350.1;668.054;-98.7113
350.0;668.423;-98.7891
349.9;668.79;-98.8666
349.8;669.158;-98.9442
349.7;669.524;-99.0216
349.6;669.89;-99.0991
349.5;670.257;-99.1767
349.4;670.622;-99.254
349.3;670.989;-99.3317
349.2;671.353;-99.4089
349.1;671.718;-99.4865
349.0;672.083;-99.5638
348.9;672.447;-99.6413
348.8;672.808;-99.718
348.7;673.173;-99.7957
348.6;673.535;-99.8727
348.5;673.897;-99.9498
348.4;674.259;-100.027
348.3;674.621;-100.104
348.2;674.984;-100.182
348.1;675.343;-100.258
348.0;675.706;-100.336
347.9;676.066;-100.413
347.8;676.426;-100.49
347.7;676.785;-100.567
347.6;677.145;-100.644
347.5;677.504;-100.721
347.4;677.863;-100.798
347.3;678.221;-100.875
347.2;678.579;-100.952
347.1;678.937;-101.029
347.0;679.295;-101.106
346.9;679.652;-101.182
346.8;680.009;-101.259
346.7;680.364;-101.336
346.6;680.72;-101.413
346.5;681.076;-101.489
346.4;681.432;-101.566
346.3;681.788;-101.643
346.2;682.141;-101.719
346.1;682.497;-101.797
346.0;682.851;-101.873
345.9;683.205;-101.95
345.8;683.557;-102.026
345.7;683.911;-102.103
345.6;684.265;-102.18
345.5;684.616;-102.256
345.4;684.969;-102.333
345.3;685.32;-102.409
345.2;685.672;-102.485
345.1;686.022;-102.562
345.0;686.373;-102.638
344.9;686.726;-102.715
344.8;687.074;-102.791
344.7;687.425;-102.868
344.6;687.774;-102.944
344.5;688.124;-103.02
344.4;688.472;-103.096
344.3;688.822;-103.173
344.2;689.17;-103.249
344.1;689.518;-103.326
344.0;689.865;-103.402
343.9;690.212;-103.478
343.8;690.56;-103.554
343.7;690.907;-103.63
343.6;691.255;-103.707
343.5;691.599;-103.782
343.4;691.947;-103.859
343.3;692.292;-103.935
343.2;692.637;-104.011
343.1;692.982;-104.087
343.0;693.328;-104.163
342.9;693.673;-104.24
342.8;694.015;-104.315
342.7;694.361;-104.392
342.6;694.704;-104.467
342.5;695.047;-104.543
342.4;695.389;-104.619
342.3;695.733;-104.695
342.2;696.074;-104.771
342.1;696.418;-104.847
342.0;696.758;-104.922
341.9;697.102;-104.999
341.8;697.442;-105.075
341.7;697.783;-105.15
341.6;698.124;-105.226
341.5;698.463;-105.302
341.4;698.804;-105.378
341.3;699.146;-105.454
341.2;699.484;-105.529
341.1;699.824;-105.605
341.0;700.162;-105.681
340.9;700.501;-105.756
340.8;700.84;-105.832
340.7;701.177;-105.908
340.6;701.516;-105.983
340.5;701.852;-106.059
340.4;702.191;-106.135
340.3;702.527;-106.21
340.2;702.864;-106.286
340.1;703.2;-106.361
340.0;703.537;-106.437
339.9;703.872;-106.512
339.8;704.209;-106.588
339.7;704.544;-106.663
339.6;704.88;-106.739
339.5;705.214;-106.814
339.4;705.548;-106.89
339.3;705.883;-106.965
339.2;706.217;-107.041
339.1;706.552;-107.116
339.0;706.885;-107.191
338.9;707.218;-107.267
338.8;707.551;-107.342
338.7;707.885;-107.418
338.6;708.217;-107.493
338.5;708.549;-107.568
338.4;708.881;-107.644
338.3;709.214;-107.719
338.2;709.543;-107.794
338.1;709.876;-107.87
338.0;710.205;-107.944
337.9;710.538;-108.02
337.8;710.868;-108.095
337.7;711.198;-108.17
337.6;711.528;-108.246
337.5;711.858;-108.321
337.4;712.185;-108.396
337.3;712.515;-108.471
337.2;712.844;-108.546
337.1;713.173;-108.621
337.0;713.501;-108.696
336.9;713.829;-108.771
336.8;714.156;-108.846
336.7;714.484;-108.921
336.6;714.812;-108.997
336.5;715.141;-109.072
336.4;715.466;-109.147
336.3;715.794;-109.222
336.2;716.119;-109.297
336.1;716.445;-109.372
336.0;716.77;-109.446
335.9;717.096;-109.521
335.8;717.421;-109.596
335.7;717.747;-109.672
335.6;718.074;-109.747
335.5;718.396;-109.821
335.4;718.723;-109.897
335.3;719.046;-109.971
335.2;719.369;-110.046
335.1;719.692;-110.121
335.0;720.016;-110.195
334.9;720.339;-110.27
334.8;720.663;-110.345
334.7;720.985;-110.42
334.6;721.309;-110.495
334.5;721.63;-110.57
334.4;721.954;-110.645
334.3;722.275;-110.72
334.2;722.596;-110.794
334.1;722.917;-110.869
334.0;723.239;-110.944
333.9;723.558;-111.018
333.8;723.88;-111.093
333.7;724.2;-111.168
333.6;724.52;-111.242
333.5;724.84;-111.317
333.4;725.161;-111.392
333.3;725.48;-111.467
333.2;725.799;-111.541
333.1;726.118;-111.616
333.0;726.437;-111.691
332.9;726.756;-111.765
332.8;727.072;-111.839
332.7;727.392;-111.914
332.6;727.708;-111.989
332.5;728.028;-112.064
332.4;728.345;-112.138
332.3;728.661;-112.212
332.2;728.978;-112.287
332.1;729.295;-112.361
332.0;729.61;-112.436
331.9;729.927;-112.51
331.8;730.245;-112.585
331.7;730.559;-112.659
331.6;730.876;-112.734
331.5;731.191;-112.808
331.4;731.507;-112.883
331.3;731.821;-112.957
331.2;732.136;-113.032
331.1;732.449;-113.106
331.0;732.763;-113.18
330.9;733.078;-113.255
330.8;733.394;-113.33
330.7;733.705;-113.404
330.6;734.021;-113.478
330.5;734.333;-113.553
330.4;734.647;-113.627
330.3;734.959;-113.701
330.2;735.271;-113.776
330.1;735.582;-113.85
330.0;735.894;-113.924
329.9;736.207;-113.998
329.8;736.518;-114.073
329.7;736.831;-114.147
329.6;737.141;-114.221
329.5;737.454;-114.296
329.4;737.764;-114.37
329.3;738.074;-114.444
329.2;738.384;-114.518
329.1;738.694;-114.592
329.0;739.004;-114.667
328.9;739.315;-114.741
328.8;739.625;-114.815
328.7;739.932;-114.889
328.6;740.243;-114.964
328.5;740.551;-115.037
328.4;740.862;-115.112
328.3;741.169;-115.186
328.2;741.477;-115.26
328.1;741.785;-115.334
328.0;742.093;-115.408
327.9;742.401;-115.483
327.8;742.709;-115.557
327.7;743.018;-115.631
327.6;743.323;-115.705
327.5;743.631;-115.779
327.4;743.936;-115.853
327.3;744.245;-115.928
327.2;744.551;-116.002
327.1;744.856;-116.075
327.0;745.162;-116.149
326.9;745.468;-116.223
326.8;745.773;-116.298
326.7;746.078;-116.371
326.6;746.384;-116.446
326.5;746.688;-116.52
326.4;746.995;-116.594
326.3;747.297;-116.668
326.2;747.604;-116.742
326.1;747.907;-116.816
326.0;748.21;-116.89
325.9;748.514;-116.963
325.8;748.817;-117.037
325.7;749.121;-117.111
325.6;749.425;-117.186
325.5;749.727;-117.259
325.4;750.031;-117.333
325.3;750.333;-117.407
325.2;750.635;-117.481
325.1;750.938;-117.555
325.0;751.24;-117.629
324.9;751.541;-117.703
324.8;751.842;-117.777
324.7;752.143;-117.85
324.6;752.445;-117.924
324.5;752.746;-117.998
324.4;753.048;-118.072
324.3;753.347;-118.146
324.2;753.649;-118.22
324.1;753.949;-118.294
324.0;754.249;-118.368
323.9;754.55;-118.442
323.8;754.85;-118.516
323.7;755.149;-118.589
323.6;755.447;-118.663
323.5;755.746;-118.737
323.4;756.045;-118.81
323.3;756.345;-118.884
323.2;756.644;-118.958
323.1;756.941;-119.032
323.0;757.241;-119.106
322.9;757.539;-119.18
322.8;757.836;-119.253
322.7;758.134;-119.327
322.6;758.433;-119.401
322.5;758.729;-119.475
322.4;759.025;-119.548
322.3;759.322;-119.622
322.2;759.619;-119.696
322.1;759.916;-119.769
322.0;760.213;-119.843
321.9;760.51;-119.917
321.8;760.807;-119.991
321.7;761.1;-120.064
321.6;761.398;-120.138
321.5;761.692;-120.212
321.4;761.989;-120.286
321.3;762.283;-120.359
321.2;762.579;-120.433
321.1;762.874;-120.507
321.0;763.168;-120.58
320.9;763.463;-120.654
320.8;763.757;-120.728
320.7;764.05;-120.801
320.6;764.345;-120.875
320.5;764.64;-120.949
320.4;764.931;-121.022
320.3;765.226;-121.096
320.2;765.518;-121.169
320.1;765.813;-121.243
320.0;766.105;-121.316
319.9;766.399;-121.39
319.8;766.691;-121.464
319.7;766.983;-121.537
319.6;767.275;-121.611
319.5;767.567;-121.685
319.4;767.86;-121.758
319.3;768.152;-121.832
319.2;768.441;-121.905
319.1;768.734;-121.979
319.0;769.025;-122.052
318.9;769.316;-122.126
318.8;769.606;-122.199
318.7;769.899;-122.273
318.6;770.188;-122.347
318.5;770.478;-122.42
318.4;770.768;-122.493
318.3;771.058;-122.567
318.2;771.348;-122.64
318.1;771.638;-122.714
318.0;771.928;-122.788
317.9;772.217;-122.861
317.8;772.507;-122.935
317.7;772.796;-123.008
317.6;773.085;-123.082
317.5;773.373;-123.155
317.4;773.661;-123.228
317.3;773.951;-123.303
317.2;774.239;-123.376
317.1;774.526;-123.449
317.0;774.814;-123.523
316.9;775.101;-123.596
316.8;775.389;-123.669
316.7;775.677;-123.743
316.6;775.965;-123.817
316.5;776.253;-123.89
316.4;776.537;-123.963
316.3;776.826;-124.037
316.2;777.112;-124.11
316.1;777.399;-124.184
316.0;777.684;-124.257
315.9;777.972;-124.331
315.8;778.257;-124.404
315.7;778.542;-124.478
315.6;778.828;-124.551
315.5;779.113;-124.624
315.4;779.398;-124.698
315.3;779.684;-124.771
315.2;779.969;-124.845
315.1;780.255;-124.918
315.0;780.537;-124.991
314.9;780.823;-125.065
314.8;781.107;-125.138
314.7;781.392;-125.212
314.6;781.676;-125.285
314.5;781.958;-125.358
314.4;782.245;-125.432
314.3;782.528;-125.505
314.2;782.811;-125.579
314.1;783.093;-125.652
314.0;783.377;-125.725
313.9;783.66;-125.799
313.8;783.943;-125.872
313.7;784.224;-125.945
313.6;784.508;-126.019
313.5;784.79;-126.092
313.4;785.073;-126.166
313.3;785.353;-126.238
313.2;785.637;-126.312
313.1;785.917;-126.385
313.0;786.201;-126.459
312.9;786.482;-126.532
312.8;786.764;-126.606
312.7;787.044;-126.679
312.6;787.325;-126.752
312.5;787.606;-126.826
312.4;787.887;-126.899
312.3;788.166;-126.972
312.2;788.447;-127.045
312.1;788.728;-127.119
312.0;789.007;-127.192
311.9;789.289;-127.266
311.8;789.566;-127.338
311.7;789.848;-127.412
311.6;790.125;-127.485
311.5;790.407;-127.559
311.4;790.685;-127.632
311.3;790.965;-127.705
311.2;791.243;-127.779
311.1;791.522;-127.852
311.0;791.8;-127.925
310.9;792.078;-127.998
310.8;792.357;-128.072
310.7;792.636;-128.145
310.6;792.912;-128.218
310.5;793.191;-128.292
310.4;793.47;-128.365
310.3;793.745;-128.438
310.2;794.025;-128.511
310.1;794.302;-128.585
310.0;794.577;-128.658
309.9;794.857;-128.731
309.8;795.132;-128.804
309.7;795.41;-128.878
309.6;795.686;-128.951
309.5;795.962;-129.024
309.4;796.238;-129.097
309.3;796.514;-129.171
309.2;796.79;-129.244
309.1;797.067;-129.317
309.0;797.343;-129.391
308.9;797.62;-129.464
308.8;797.892;-129.537
308.7;798.169;-129.61
308.6;798.444;-129.683
308.5;798.721;-129.757
308.4;798.994;-129.83
308.3;799.269;-129.903
308.2;799.542;-129.976
308.1;799.82;-130.05
308.0;800.093;-130.123
307.9;800.367;-130.196
307.8;800.64;-130.269
307.7;800.914;-130.343
307.6;801.188;-130.416
307.5;801.462;-130.489
307.4;801.736;-130.562
307.3;802.008;-130.635
307.2;802.282;-130.709
307.1;802.557;-130.782
307.0;802.827;-130.855
306.9;803.102;-130.929
306.8;803.374;-131.002
306.7;803.647;-131.075
306.6;803.918;-131.148
306.5;804.193;-131.222
306.4;804.464;-131.295
306.3;804.737;-131.368
306.2;805.008;-131.441
306.1;805.279;-131.514
306.0;805.551;-131.587
305.9;805.822;-131.661
305.8;806.094;-131.734
305.7;806.363;-131.807
305.6;806.635;-131.88
305.5;806.907;-131.954
305.4;807.177;-132.027
305.3;807.449;-132.1
305.2;807.717;-132.173
305.1;807.989;-132.246
305.0;808.26;-132.32
304.9;808.528;-132.392
304.8;808.801;-132.466
304.7;809.069;-132.539
304.6;809.34;-132.613
304.5;809.609;-132.686
304.4;809.878;-132.759
304.3;810.147;-132.832
304.2;810.416;-132.905
304.1;810.685;-132.978
304.0;810.954;-133.051
303.9;811.224;-133.125
303.8;811.491;-133.198
303.7;811.761;-133.271
303.6;812.028;-133.344
303.5;812.298;-133.418
303.4;812.566;-133.491
303.3;812.834;-133.564
303.2;813.102;-133.637
303.1;813.37;-133.71
303.0;813.638;-133.784
302.9;813.906;-133.857
302.8;814.173;-133.93
302.7;814.441;-134.003
302.6;814.708;-134.076
302.5;814.974;-134.15
302.4;815.241;-134.223
302.3;815.508;-134.296
302.2;815.775;-134.369
302.1;816.04;-134.442
302.0;816.307;-134.515
301.9;816.574;-134.589
301.8;816.839;-134.662
301.7;817.106;-134.735
301.6;817.372;-134.808
301.5;817.637;-134.881
301.4;817.903;-134.955
301.3;818.168;-135.028
301.2;818.434;-135.101
301.1;818.698;-135.174
301.0;818.966;-135.248
300.9;819.23;-135.321
300.8;819.496;-135.394
300.7;819.76;-135.467
300.6;820.024;-135.54
300.5;820.289;-135.614
300.4;820.553;-135.687
300.3;820.818;-135.76
300.2;821.08;-135.833
300.1;821.345;-135.906
300.0;821.61;-135.98
299.9;821.873;-136.052
299.8;822.136;-136.126
299.7;822.401;-136.199
299.6;822.664;-136.272
299.5;822.927;-136.345
299.4;823.19;-136.419
299.3;823.454;-136.492
299.2;823.715;-136.565
299.1;823.981;-136.639
299.0;824.242;-136.711
298.9;824.506;-136.785
298.8;824.768;-136.858
298.7;825.029;-136.931
298.6;825.291;-137.004
298.5;825.553;-137.077
298.4;825.816;-137.151
298.3;826.078;-137.224
298.2;826.34;-137.297
298.1;826.6;-137.37
298.0;826.863;-137.443
297.9;827.123;-137.516
297.8;827.386;-137.59
297.7;827.647;-137.663
297.6;827.907;-137.736
297.5;828.168;-137.809
297.4;828.429;-137.883
297.3;828.69;-137.956
297.2;828.951;-138.029
297.1;829.212;-138.103
297.0;829.471;-138.176
296.9;829.733;-138.249
296.8;829.992;-138.322
296.7;830.252;-138.395
296.6;830.511;-138.468
296.5;830.771;-138.542
296.4;831.03;-138.615
296.3;831.29;-138.688
296.2;831.55;-138.761
296.1;831.808;-138.834
296.0;832.068;-138.908
295.9;832.328;-138.981
295.8;832.586;-139.054
295.7;832.846;-139.128
295.6;833.103;-139.2
295.5;833.363;-139.274
295.4;833.622;-139.347
295.3;833.878;-139.42
295.2;834.139;-139.494
295.1;834.396;-139.567
295.0;834.654;-139.64
294.9;834.913;-139.714
294.8;835.17;-139.787
294.7;835.427;-139.86
294.6;835.686;-139.933
294.5;835.943;-140.006
294.4;836.201;-140.08
294.3;836.456;-140.152
294.2;836.713;-140.226
294.1;836.971;-140.299
294.0;837.228;-140.373
293.9;837.484;-140.445
293.8;837.742;-140.519
293.7;837.997;-140.592
293.6;838.255;-140.666
293.5;838.511;-140.739
293.4;838.767;-140.812
293.3;839.025;-140.886
293.2;839.279;-140.958
293.1;839.535;-141.032
293.0;839.792;-141.105
292.9;840.048;-141.179
292.8;840.302;-141.252
292.7;840.559;-141.325
292.6;840.813;-141.398
292.5;841.07;-141.472
292.4;841.325;-141.545
292.3;841.58;-141.618
292.2;841.834;-141.691
292.1;842.089;-141.765
292.0;842.342;-141.838
291.9;842.597;-141.911
291.8;842.853;-141.984
291.7;843.106;-142.057
291.6;843.361;-142.131
291.5;843.614;-142.204
291.4;843.87;-142.278
291.3;844.123;-142.351
291.2;844.377;-142.424
291.1;844.631;-142.497
291.0;844.886;-142.571
290.9;845.138;-142.644
290.8;845.392;-142.717
