gamma;w;alpha_c
9.0;76.642;-67.807
8.9;76.813;-68.139
8.8;76.984;-68.472
8.7;77.154;-68.806
8.6;77.324;-69.14
8.5;77.493;-69.475
8.4;77.662;-69.811
8.3;77.83;-70.147
8.2;77.999;-70.484
8.1;78.166;-70.821
8.0;78.334;-71.159
7.9;78.5;-71.498
7.8;78.667;-71.837
7.7;78.833;-72.177
7.6;78.999;-72.518
7.5;79.164;-72.859
7.4;79.329;-73.201
7.3;79.494;-73.544
7.2;79.658;-73.887
7.1;79.821;-74.231
7.0;79.985;-74.576
6.9;80.148;-74.921
6.8;80.311;-75.267
6.7;80.473;-75.614
6.6;80.635;-75.961
6.5;80.796;-76.309
6.4;80.958;-76.657
6.3;81.118;-77.007
6.2;81.279;-77.357
6.1;81.439;-77.707
6.0;81.599;-78.058
5.9;81.758;-78.41
5.8;81.917;-78.763
5.7;82.076;-79.117
5.6;82.235;-79.471
5.5;82.393;-79.825
5.4;82.55;-80.181
5.3;82.708;-80.537
5.2;82.865;-80.894
5.1;83.022;-81.251
5.0;83.178;-81.609
4.9;83.334;-81.968
4.8;83.49;-82.328
4.7;83.646;-82.688
4.6;83.801;-83.049
4.5;83.956;-83.411
4.4;84.11;-83.773
4.3;84.265;-84.137
4.2;84.418;-84.5
4.1;84.572;-84.865
4.0;84.725;-85.23
3.9;84.878;-85.596
3.8;85.031;-85.963
3.7;85.184;-86.33
3.6;85.336;-86.699
3.5;85.488;-87.067
3.4;85.639;-87.437
3.3;85.79;-87.807
3.2;85.941;-88.178
3.1;86.092;-88.55
3.0;86.243;-88.923
2.9;86.393;-89.296
2.8;86.543;-89.67
2.7;86.692;-90.045
2.6;86.841;-90.42
2.5;86.99;-90.796
2.4;87.139;-91.173
2.3;87.288;-91.551
2.2;87.436;-91.929
2.1;87.584;-92.309
2.0;87.732;-92.688
1.9;87.879;-93.069
1.8;88.026;-93.451
1.7;88.173;-93.833
1.6;88.32;-94.216
1.5;88.466;-94.599
1.4;88.612;-94.984
1.3;88.758;-95.369
1.2;88.904;-95.755
1.1;89.049;-96.142
1.0;89.194;-96.529
0.9;89.339;-96.917
0.8;89.483;-97.306
0.7;89.628;-97.696
0.6;89.772;-98.086
0.5;89.916;-98.478
0.4;90.059;-98.87
0.3;90.203;-99.263
0.2;90.346;-99.656
0.1;90.489;-100.05
0.0;90.632;-100.446
-0.1;90.774;-100.84
-0.2;90.916;-101.24
-0.3;91.058;-101.64
-0.4;91.2;-102.03
-0.5;91.341;-102.43
-0.6;91.483;-102.83
-0.7;91.624;-103.23
-0.8;91.765;-103.64
-0.9;91.905;-104.04
-1.0;92.046;-104.44
-1.1;92.186;-104.84
-1.2;92.326;-105.25
-1.3;92.465;-105.65
-1.4;92.605;-106.06
-1.5;92.744;-106.47
-1.6;92.883;-106.88
-1.7;93.022;-107.28
-1.8;93.161;-107.69
-1.9;93.299;-108.1
-2.0;93.437;-108.51
-2.1;93.575;-108.93
-2.2;93.713;-109.34
-2.3;93.85;-109.75
-2.4;93.988;-110.17
-2.5;94.125;-110.58
-2.6;94.262;-111.0
-2.7;94.399;-111.41
-2.8;94.535;-111.83
-2.9;94.672;-112.25
-3.0;94.808;-112.67
-3.1;94.944;-113.09
-3.2;95.079;-113.51
-3.3;95.215;-113.93
-3.4;95.35;-114.35
-3.5;95.485;-114.78
-3.6;95.62;-115.2
-3.7;95.755;-115.63
-3.8;95.889;-116.05
-3.9;96.024;-116.48
-4.0;96.158;-116.91
-4.1;96.292;-117.33
